restaurant_code,menu_name,price,description
5,딸기와플,5100,밀크크림에 생딸기를 더해 신선한 딸기의 맛을 즐길 수 있는 와플
5,딸기누텔라와플,5600,화이트크림에 누텔라와 생딸기를 더해 누구나 맛있게 즐기는 와플대학의 스테디셀러 와플
5,솜사탕 젤라또와플,6500,"솜사탕 젤라또에 톡톡 터지는 팝핑캔디를 더해 재미있게 즐기는 와플
(보냉백 무상 제공)"
5,해피 커스터드 누텔라 젤라또와플,6800,부드러운 커스터드 크림에 누텔라와 젤라또를 더해 시원하게 즐기는 와플
5,치즈케이크누텔라젤라또와플,7300,"젤라또 와플에 누텔라와 치즈케이크를 더해 더 진하고 달콤하게 즐기는 와플
(보냉백 무상 제공)"
5,오레오누텔라젤라또와플,7300,"젤라또 와플에 누텔라와 초코크런치를 더해 누구나 맛있게 즐길 수 있는 와플
(보냉백 무상 제공)"
5,베리베리젤라또와플,6800,"젤라또 와플에 블루베리와 크랜베리를 더해 상큼 달콤하게 즐기는 와플
(보냉백 무상 제공)"
5,블루베리젤라또와플,6800,"젤라또 와플에 블루베리를 더해 달콤하게 즐기는 와플
(보냉백 무상 제공)"
5,더티초코케이크와플,5100,"와플로 만든 초코 케이크, 마스카포네 치즈에 초코를 가득 담아 깊은 풍미로 즐기는 와플"
5,크런치딸기잼젤라또와플,6800,"젤라또에 크런치와 초코시럽, 딸기시럽을 더해 달콤하고 바삭하게 즐기는 와플
(보냉백 무상 제공)"
5,망고범벅젤라또와플,7100,"망고 젤라또에 망고 크림, 망고를 더해 망고의 풍미를 가득 즐길 수 있는 와플
(보냉백 무상 제공)"
5,블루베리범벅젤라또와플,7100,"블루베리 요거트 젤라또에 블루베리 크림과 블루베리를 더해 블루베리의 풍미를 가득 즐길 수 있는 와플
(보냉백 무상 제공)"
5,치즈범벅젤라또와플,7100,"치즈 젤라또에 치즈크림과 치즈 케이크를 더해 치즈의 풍미를 가득 즐길 수 있는 와플
(보냉백 무상 제공)"
5,싸만코젤라또와플,6700,"젤라또에 팥앙금과 연유를 더해 달콤하게 즐기는 와플
(보냉백 무상 제공)"
5,초코범벅젤라또와플,7100,"초코 젤라또에 초코 크림, 초코 시럽을 더해 초코의 달콤함을 가득 즐길 수 있는 와플
(보냉백 무상 제공)"
5,크림젤라또와플,6700,"젤라또 와플에 와플대학만의 10가지 크림을 더해 즐기는 와플
(보냉백 무상 제공)"
5,젤라또와플,5900,"바삭한 와플에 시원하고, 달콤한 젤라또를 더해 즐기는 와플
(보냉백 무상 제공)"
5,딸기누텔라젤라또와플,7300,"젤라또 와플에 누텔라와 생딸기를 더해 누구나 맛있게 즐기는 와플대학의 스테디셀러 와플
(보냉백 무상 제공)"
5,딸기범벅젤라또와플,7300,"생딸기에 딸기 젤라또, 딸기 크림을 더해 딸기의 풍미를 가득 즐길 수 있는 와플
(보냉백 무상 제공)"
