restaurant_code,reviewer_name,reviewer_avg_score,reviewer_rv_cnt,reviewer_follower_cnt,reviewer_score,taste_level,price_level,service_level,review_content,review_menu,keywords
24,서나라구,4.5,233,4,5점,2,2,2,"신대방삼거리 사이야 하면 알아주죠!!
저희 먹는데도 많이 오가셨음
새우깡하나 시켜서 셋이서 달림 ㅋ
양많고 맛있고 가성비 갑이랍니다~~","새우깡,하이볼","술모임,혼술,데이트,기념일,간식,가족외식,차모임,저녁식사,실버푸드,아이동반,숨은맛집,서민적인,캐주얼한,가성비좋은,예쁜,시끌벅적한,이국적/이색적,조용한,깔끔한,지역주민이찾는,주차불가"
24,먼지님,4.5,532,47,5점,2,2,2,지인들과 2차로 가볍게 들려서 먹었어요 새우깡 간단하니 좋은안주입니다,새우깡,"저녁식사,술모임,가성비좋은,푸짐한,주차불가"
24,덕구K,5.0,1,0,5점,1,2,1,,사이야  이자카이,"술모임,고급스러운,조용한,이국적/이색적,무료주차"
24,강희,4.4,221,2,4점,1,1,1,"맛은 나쁘지 않음
나가사키 육수 추가 안되는게 아쉬움
돈내도 안됨
면까지 넣으면 국물좀 모자라는데.. 쩝",나가사키,"저녁식사,식사모임,술모임,서민적인,시끌벅적한,지역주민이찾는"
25,서나라구,4.5,233,4,5점,2,2,2,"야외테이블도 있고 음식도 깔끔하게 나와요
네이버리뷰쓰면 파인애플샤베트 준다는데
급일이 생겨서 못먹음 ㅜㅜ",달맥 로티세리 통닭,"아이동반,다이어트식단,저녁식사,식사모임,실버푸드,혼밥,혼술,기념일,데이트,회식,간식,가족외식,숨은맛집,서민적인,캐주얼한,가성비좋은,격식있는,고급스러운,푸짐한,경관/야경이좋은,깔끔한,지역주민이찾는,이국적/이색적,주차불가"
25,밍민,4.8,232,2,5점,2,2,2,맥주도 너무 가성비 좋고 안주고 예쁘고 맛있게나오네요~~,달맥 로티세리 통닭,"술모임,캐주얼한"
25,먼지님,4.5,532,47,5점,2,2,2,"동네 새로 생겨서 가봤어요
2층홀도 있는데 못가보고 밖에서 먹었어요 세트메뉴 맛나게 잘먹었습니다","달맥 로티세리 통닭,소주,a세트","저녁식사,술모임,가성비좋은,시끌벅적한,주차불가"
25,따줘,4.5,134,1,4점,2,2,2,"지인들과 오랜만에 호프집에가서  부담없이
시원하게 즐건시간 보냈어요~","달맥 로티세리 통닭,맥주","술모임,캐주얼한,서민적인"
26,뱁새,4.5,237,0,3점,2,2,0,너무시끄러운데 직원분들도 불친절... 빙어 오픈이라해서 시켜봤는데 냉동나와서 너무 실망했어요ㅠㅠ,모듬전,"술모임,회식,서민적인,시끌벅적한,무료주차"
26,따줘,4.5,134,1,5점,2,2,2,"오랜만에 본 친구와 분위기 좋은데서
맛나게 먹고 즐거운 시간이었어요~~","오징어제육,모듬전","술모임,저녁식사,서민적인"
26,밍민,4.8,232,2,5점,2,2,1,술안주로먹기 딱 좋고 계란말이도 큼지막해서 맛있게 잘 먹었어요,"무뼈닭발,야채계란말이","술모임,저녁식사,캐주얼한"
26,서나라구,4.5,233,4,5점,2,2,2,"야채계란말이 맛있었고
맑은감자수제비는 후추사랑이 넘치셔서 후추맛밖에  안났어요","야채계란말이,맑은감자수제비","아이동반,점심식사,저녁식사,식사모임,술모임,혼술,접대,회식,데이트,기념일,가족외식,혼밥,실버푸드,서민적인,캐주얼한,숨은맛집,가성비좋은,푸짐한,지역주민이찾는,주차불가,대형룸"
26,먼지님,4.5,532,47,5점,2,2,2,"음악이 안나와서 좋아요
수제비 맛집이구요 도토리묵도
맛나고 계란말이도 맛나요","계란말이,감자수제비,도토리묵","술모임,조용한,가성비좋은,주차불가"
27,따줘,4.5,134,1,5점,2,2,2,"오랜만에 남편과 술한잔 하러 퓨전포차에
가서 골뱅이 무침과 모시 조개탕으로 맛있게
먹으며 즐거운시간을 가졌답니다","골뱅이무침,모시조개탕","술모임,서민적인"
27,서나라구,4.5,233,4,4점,2,2,2,"안주가 간 적당하고 깔끔하게 나와요
조개탕은 해감이 덜됬는지 흙이좀 ,,
서비스로 과일주심",골뱅이무침,"실버푸드,저녁식사,식사모임,혼밥,혼술,접대,회식,데이트,기념일,가족외식,간식,숨은맛집,서민적인,캐주얼한,가성비좋은,푸짐한,시끌벅적한,예쁜,깔끔한,지역주민이찾는,주차불가"
27,먼지님,4.5,532,47,4점,2,2,2,"자극적이지 않고 무난한맛이에요
가성비 좋아요
양많고 저렴해요","골뱅이,모시조개탓","술모임,서민적인,주차불가"
27,잉치킨,4.3,212,3,5점,2,2,2,"황도랑 한치먹었어요.
황도에 여러가지 과일이 들어있어서 두번시켜먹었네요 ㅎㅎ",황도,"술모임,캐주얼한"
27,밍민,4.8,232,2,4점,1,1,1,시원달달한 화채 맛있네요 요즘 날이 더워져서 시원하게 한잔했어요,황도,"술모임,서민적인"
28,이공,4.3,384,1,3점,2,1,1,매장이 쾌적하고 셀프로 담고 계산까지 할 수 있어서 좋아요.,[] 내맘대로 [] 셀프 마라샹궈(+++ 기본 숙주 100g +++),"점심식사,저녁식사,깔끔한"
28,코르마뇽,4.2,130,18,3점,2,2,1,"대표마라탕 구성도좋고 맛있는데 가성비까지 좋아서 한번씩 시켜 먹습니다. 
근데 배달시킬때마다 배달 한시간걸리니…
배달이 좀 아쉽네요 ㅠㅠ","대한민국 대표 마라탕(1인분),[ 춘리 마라 ]셀프 마라탕(+++ 기본 소고기 100g +++)","배달,점심식사,저녁식사,캐주얼한"
28,맛집마니아아,3.7,139,0,4점,2,2,1,"천원에 음료가 무제한이에요 내부가 깔끔했어요
마라탕도 무난하게 맛있어요",마라탕,"배달,점심식사,저녁식사,데이트,캐주얼한,가성비좋은,깔끔한"
29,밍민,4.8,232,2,5점,2,2,2,감자탕 푸짐하니 든든하게 먹었어요 고기가 부드러워서 좋네요,감자탕,"점심식사,캐주얼한"
29,먼지님,4.5,532,47,5점,2,2,2,"20분정도 기다리다가 먹었어요
올때마다 자리 꽉차서 그냥 갔었는데 기다렸어요 
역시 맛나네요 잘먹었습니다.",감자탕,"저녁식사,푸짐한,주차불가"
29,서나라구,4.5,233,4,5점,2,2,2,가게도 작고 사장님이 혼자하셔서 음식나오는게 좀느려요.재료소진도 빨리되는편이니 마감시간보다 훨 일찍오셔드셔요,감자탕,"저녁식사,식사모임,술모임,데이트,가족외식,숨은맛집,서민적인,캐주얼한,가성비좋은,조용한,푸짐한,깔끔한,지역주민이찾는,주차불가"
29,잉치킨,4.3,212,3,5점,2,2,1,"뚝배기 부터가 다른곳보다 커요 ㅋㅋ뼈도 3덩이 들어가있고
이집 깍두기가 맛있어요",뼈해장국,"점심식사,저녁식사,캐주얼한"
29,"다코미식가
뿌우",3.8,529,64,4점,2,2,1,뼈해장국이 푸짐하고 맛있습니다. 술모임뿐 아니라 1인 해장국 혼밥하러 오신 분들도 많은것 같아요.,뼈해장국,"점심식사,저녁식사,혼밥,서민적인,푸짐한,깔끔한"
30,서나라구,4.5,233,4,5점,2,2,2,"매장은 작으나 분위기좋고 특히 직원언니
매우친절하셨어요!
하이볼은 너무밍밍했지만 안주는 딱!제스탈이었네요^^","칠리가지새우튀김,베이컨 청양크림파스타","저녁식사,술모임,혼밥,혼술,기념일,데이트,회식,가족외식,접대,숨은맛집,서민적인,캐주얼한,가성비좋은,격식있는,고급스러운,예쁜,시끌벅적한,푸짐한,깔끔한,지역주민이찾는,주차불가"
30,먼지님,4.5,532,47,4점,1,2,2,"칠리가지새우튀김은 아주 맛나요
베이컨청양크림파스타는 메콤해도 제 입맛에는 느끼하네요 같이간 지인은 아주맛나게 잘먹었어요 직원 아주 친절해요","칠리가지새우튀김,베이컨 청양크림파스타","저녁식사,술모임,고급스러운,주차불가"
30,밍민,4.8,232,2,5점,2,2,2,맛있게 잘먹었어요 분위기도 좋고 다음에는 다른메뉴도 먹어보고싶네요,"칠리가지새우튀김,베이컨 청양크림파스타","저녁식사,캐주얼한"
30,따줘,4.5,134,1,4점,2,2,2,"지인들과 분위기 좋게. 파스타와 요리를
시켜서 맛있게 먹었어요~
직원분도 매우 친절해서 기분도 좋았어요","칠리가지새우튀김,크림파스타","식사모임,서민적인"
31,배추밭에찾아온흰나비,4.7,139,0,3점,2,1,1,"제일 장점 주차하기 좋아요. 맛은 무난한 편.....
 국물이 맛있어요. 이상한 부분에서 거슬림(콩나물이 왜케 드세요??GMO콩나물?? 왜케 두껍고 거칠지-_-;;) 육전은 저한테는 별로지만
도가니든 곰탕은 엄청 도가니가  너무 맛있어요.
최고 장점은 혼밥, 혼술이 자연스러운 곳임.
일어나자마자 치우러 와서 옷입을 여유도 없어 불편하다는 지인평.","육전국밥,도가니곰탕","아침식사,점심식사,저녁식사,식사모임,술모임,혼밥,혼술,캐주얼한,지역주민이찾는,무료주차"
31,강민재로,4.4,60,26,4점,2,1,1,육전이 올라간 소고기국밥 소고기 자체에서 나오는 육즙이 고스라니 국에 녹아내려 구수하고 깔끔한 맛이 괜찮앗습니다,소고기국밥,"점심식사,푸짐한,예쁜,무료주차"
31,먼지님,4.5,532,47,3점,1,1,2,"맛없어요 그냥 일반적인 대중적인 맛...
특색이 없네요
그냥그냥 집에서도 할수있는 그런맛~
일요일만 10시까지고 다른날은 24시간 이라네요","육전국밥,미소곰탕,미소곰탕정식","저녁식사,술모임,깔끔한,무료주차"
31,캐슈,3.5,4,0,3점,1,1,1,해물김치치즈전에 해물이 푸짐하게 들어감.따뜻할때 먹으면 맛있었음.,"육전국밥,치즈해물김치전,미소곰탕정식","아침식사,점심식사,저녁식사,술모임,지역주민이찾는,24시간영업,무료주차"
31,캐슈,3.5,4,0,3점,1,1,1,해물김치치즈전에 해물이 푸짐하게 들어감.따뜻할때 먹으면 맛있었음.,"육전국밥,치즈해물김치전,미소곰탕정식","아침식사,점심식사,저녁식사,술모임,지역주민이찾는,24시간영업,무료주차"
31,서나라구,4.5,233,4,3점,1,1,1,"인테리어는 깔끔하고이쁜데...
맛은 내취향아닌걸로..?
주문도 선결제 방식이라 좀 불편한감이..","미소곰탕,육개장","아이동반,다이어트식단,실버푸드,아침식사,점심식사,저녁식사,식사모임,혼밥,혼술,술모임,접대,회식,데이트,기념일,가족외식,숨은맛집,서민적인,캐주얼한,고급스러운,격식있는,조용한,예쁜,깔끔한,지역주민이찾는,대형룸"
31,따줘,4.5,134,1,4점,1,2,2,"육전이 먹고싶어서 집에서는 하기가 좀
번거러워서 육전집을 찿아서 곰탕하고
육전을 잘 먹었네요","미소곰탕,육전","식사모임,서민적인"
31,가즈아,3.6,449,13,3점,1,1,2,조금 매운편. 육전은 조금 들어있음. 양에 비해 가격은 조금 비싼것같음.,육전국밥,혼밥
32,밍민,4.8,232,2,5점,2,2,2,오리지널후라이드로 담백하니 먹기 좋아요 옛날통닭맛이 있는거같아요,오리지널 후라이드,"저녁식사,캐주얼한"
32,을지로직장인,4.4,452,19,5점,2,2,2,동네분들이 많이 찾는 치킨맛집. 생맥 500짜리가 그냥 목을 치고 들어가는...몹시 청량함ㅋㅋ 사장님 부부도 친절! 1주1칰힌 가능한 곳,후라이드,"저녁식사,술모임,서민적인"
32,먼지님,4.5,532,47,5점,2,2,2,"오랜만에 보드람치킨이 먹고 싶어서 배달시켰어요
후라이드한마리 양념반마리 너무 맛나게 잘 먹었습니다","오리지널 후라이드,양념반마리","배달,서민적인,가성비좋은,주차불가"
32,서나라구,4.5,233,4,5점,2,2,2,"배달시켯는데 가게전화주문하시면 배달비 무료입니다.
자주이용하는 곳이에요",오리지널 후라이드,"배달,술모임,저녁식사,기념일,회식,혼술,접대,가족외식,숨은맛집,서민적인,가성비좋은,푸짐한,시끌벅적한,깔끔한,지역주민이찾는,주차불가"
33,먹개비282,4.9,330,1,5점,2,2,2,고추튀김이 제대로입니다.속재료도 신선하고 겉바속촉  식감도 죽여주네요.막걸리도 맛있어요.,"통모짜 치즈 고추튀김,납작만두 무침","술모임,캐주얼한"
33,먼지님,4.5,532,47,4점,1,2,2,"맛집이라해서 갔어요
근데 쫌 짭짤했어요
담엔 다른거 먹어봐야겠어요",오리지날 고추튀김,"술모임,시끌벅적한"
33,에크,3.8,62,0,4점,2,1,1,"조그만한 가게
고추튀김 맛있어요 화장실이 외부에 있는 게 흠",치즈고추튀김,"저녁식사,술모임,서민적인,캐주얼한,시끌벅적한"
33,우리의나날,4.5,420,2,5점,2,2,2,동네에 새로생겨 갔어요. 역시 맛있는 고추튀김. 맴맴 하이볼은 저한테는 별로였어요,"오리지날 고추튀김,맴맴 스파이시 하이볼","술모임,캐주얼한"
34,밍민,4.8,232,2,5점,2,2,2,그냥 쏘쏘였던 라면이였어요~~ 매장은 깔끔한편이고 다양한메뉴가있어요,라면,"점심식사,캐주얼한"
34,먼지님,4.5,532,47,4점,1,2,2,"지인이 돈가스 맛있다고 해서 갔는데 돈가스가 기름 많이먹은 돈가스네요 
라면은 맛나요","돈가스+라면세트,돈가스","아침식사,서민적인,주차불가"
34,이수현,5.0,3,0,5점,2,2,2,"동네 맛집이에요 완전!
주인 아주머니도 친절하시고
음식도 맛있어서 기분좋게 먹었습니다.","청국장,비빔밥","배달,아침식사,점심식사,저녁식사,숨은맛집,서민적인,가성비좋은,지역주민이찾는,주차불가"
34,맛좋아,4.0,901,78,2점,1,1,1,성대시장 바로 옆에 있어 찾아가기 쉬운 곳. 맛은 평범하다. 근데 홀에서 안되는 메뉴가 꽤 있어 손님에게 배려는 없다.,"야채김밥,짬뽕라면","점심식사,저녁식사,혼밥,서민적인,지역주민이찾는"
35,lami88,4.0,316,1,4.5점,2,2,1,"내 최애 쌀국수 맛집
이젠 많이 생겨서 어디서든 먹을 수 있어 더 좋음","차돌,양지,힘줄 쌀국수,차돌박이 쌀국수","혼밥,데이트,서민적인,캐주얼한,가성비좋은,조용한,주차불가"
35,BR,4.4,170,4,5점,2,1,2,"근처 공영주차장에 주차하고, 방문했어요!
밖 키오스크에서 주문하고 들어가면 자리안내해주세요! 양 푸짐하고 조용한 분위기입니다","차돌박이쌀국수,차돌양지힘줄쌀국수","점심식사,혼밥,데이트,서민적인"
35,잉치킨,4.3,212,3,5점,2,2,2,새로생겼길래 가봤는데 차분하고 맛있고 다은에 또 가고싶더요,"양지쌀국수,차돌박이쌀국수","점심식사,혼밥,캐주얼한"
35,맛집마니아아,3.7,139,0,4점,1,2,2,조용히 먹은수있는 동네 맛집이에요,차돌박이 쌀국수,"아침식사,점심식사,저녁식사,혼밥,조용한,무료주차"
36,밍민,4.8,232,2,5점,2,2,2,새우가 싱싱해서 새우구이가 맛있네요 하나하나 까먹는맛이있어요,새우구이,"저녁식사,캐주얼한"
36,서나라구,4.5,233,4,3점,1,1,2,"새우...냉동인가 봐요 상태는별로
테이블에서 구워먹는게아니라 구워서 나오네요
사장님말씀으론 가게환기도 잘안되고 손님들이 냄비태워먹어서 그렇다는데....제생각엔 생물이아니라 그런듯",새우구이,"아이동반,점심식사,저녁식사,식사모임,술모임,혼밥,혼술,접대,회식,데이트,가족외식,숨은맛집,서민적인,가성비좋은,시끌벅적한,지역주민이찾는,야외좌석(테라스)"
36,따줘,4.5,134,1,4점,2,2,2,"새우를 좋아해서 자주먹는편인데 
맛이좋아서 기분도 좋아지네요",새우구이,"저녁식사,서민적인"
36,먼지님,4.5,532,47,5점,2,2,2,"회싱싱하고 맛나요
자주가는 회집입니다
친절하게 잘해주시고 잘 챙겨주셔요","도미,오징어회","술모임,서민적인,깔끔한,지역주민이찾는,주차불가"
37,서나라구,4.5,233,4,5점,2,2,2,"밖테이블도 있어서 지인강아지랑 같이 방문 ㅋ
사장님도 친절하셨고 치킨맛도 좋고 술도 시원하니 
좋은시간 보내다 왔네요~^^",크리스피반양념반,"아이동반,다이어트식단,실버푸드,점심식사,저녁식사,식사모임,술모임,혼술,기념일,데이트,접대,회식,가족외식,간식,숨은맛집,서민적인,캐주얼한,가성비좋은,고급스러운,조용한,푸짐한,예쁜,깔끔한,지역주민이찾는,주차불가"
37,먼지님,4.5,532,47,5점,2,2,2,"치킨양념 맛집이네요 
야외테이블 있어서 먼지랑 갈이가서 먹을수 있으니 좋았어요","크리스피반양념반,대왕치즈스틱","저녁식사,술모임,서민적인,주차불가"
37,밍민,4.8,232,2,4.5점,2,2,2,안주로 치킨먹었는데 맛있네요 후라이드 양념 다 먹기 좋아요,양념치킨,"저녁식사,캐주얼한"
38,먼지님,4.5,532,47,5점,2,2,2,"양념게장 맛집이에요 가끔 사먹고 명절이나 제사때 항상 사다놔요 식구들이 다들 좋아하십니다.
이제 안사다두면 찾으시더라구요",양념게장,"포장,서민적인,푸짐한,주차불가"
38,밍민,4.8,232,2,5점,2,2,2,게장맛있네요  반찬하기 힘들고 시간없을때 사다먹기 좋더라구요,양념게장,"혼밥,서민적인"
38,따줘,4.5,134,1,5점,2,2,2,"양념개장 맛집답게 정말 맛있었어요
다른반찬들도 역시 깔끔한게 맛있었어요","양념게장,나물","배달,서민적인,숨은맛집"
39,밍민,4.8,232,2,5점,2,2,2,누룽지통닭 꼬소하니 맛있네요! 누룽지도 맛있고 닭도구운거라 건강에도 좋을듯해요,누룽지통닭,"저녁식사,캐주얼한"
39,따줘,4.5,134,1,5점,2,2,2,"닭도 맛있었지만 누룽지맛이좋았어요
서로싸우면서 먹었답니다~",누룽지통닭,"점심식사,시끌벅적한,서민적인"
39,먼지님,4.5,532,47,5점,2,2,2,"누룽지가 맛있어요
열무김치 같이 주시는데 닭이랑 
어울려서 좋아요",누룽지통닭,"술모임,조용한,가성비좋은,야외좌석(테라스),주차불가"
40,서나라구,4.5,233,4,5점,2,2,2,"지인이 일하는데 불러서 땡땡이치고 갔어요!
간만에 먹어서 고급안주에 술이 잘들어가더라구요
이집 싱싱하니 맛있어요",참치회 실장스페셜(1인),"실버푸드,식사모임,혼밥,혼술,데이트,기념일,가족외식,접대,숨은맛집,캐주얼한,고급스러운,격식있는,가성비좋은,예쁜,조용한,깔끔한,지역주민이찾는,주차불가"
40,밍민,4.8,232,2,5점,2,2,2,참치먹고싶어서 방문했는데 맛있게 잘 먹었어요 오랫만에 기름칠했네요,참치회 스페셜(1인),"저녁식사,캐주얼한,깔끔한"
40,먼지님,4.5,532,47,5점,2,2,2,친언니처럼 지내는 가족이랑 간만에 외식했어요 참치회 오랜만에 먹으니 맛나요,참치회 1인,"술모임,가족외식,고급스러운,시끌벅적한,개별룸"
40,돌풍,3.9,53,12,5점,2,2,2,"유쾌한 사장님이 반겨주시는 곳
생각보다 너무 맛있어서 놀랐어요!",참치회 실장스페셜(1인),"저녁식사,캐주얼한,푸짐한,개별룸"
41,건들면물어요,4.6,175,0,5점,2,0,1,신대방삼거리 맛집! 매장은 아담하고 고기가 맛있어요! 꼬기.. 또먹고 싶어요 💖,"토시살(150g),닭목살(180g),김치말이국수","저녁식사,접대,회식,고급스러운,조용한,지역주민이찾는,무료주차"
41,서나라구,4.5,233,4,5점,2,1,2,"가격은 부담되지만
인테리어 깔끔하고 간단히 1차하긴 좋은집이에요
이날만그런가 소주는덜시원했다는","토시살(150g),갈비살(150g)","점심식사,저녁식사,혼밥,혼술,접대,기념일,숨은맛집,고급스러운,격식있는,조용한,깔끔한,지역주민이찾는,예쁜,주차불가"
41,먼지님,4.5,532,47,5점,2,1,2,"첨 가봤어요 고기 신선하고 맛있네요
바로 구워 먹으니 좋쿠요
2~3명 먹기 좋아요","토시살(150g),살치살(150g),갈비살(150g)","술모임,조용한,지역주민이찾는,주차불가"
41,혀영만선생님,4.5,27,0,5점,2,2,2,혼자 가볍게 고기에 소주 때리기 좋은 곳 같습니다. 이용시간은 2시간 제한이라 참고하세요.,"갈비살(150g),살치살(150g),토시살(150g)","저녁식사,술모임,혼술,회식,데이트,조용한,지역주민이찾는"
42,서나라구,4.5,233,4,5점,2,2,2,"강아지 동반카페라는 점이 마음에 들고 커피가격도 저렴한편이라 마음에들어요!
단점이라면 사장님 친절하고 좋은데 혼자하시는 카페라 메뉴가 늦게나오는 편이에요","알코브라떼,아메리카노","아이동반,점심식사,차모임,혼카페,데이트,기념일,간식,숨은맛집,가성비좋은,조용한,깔끔한,지역주민이찾는,예쁜"
42,우리의나날,4.5,420,2,4점,2,1,2,카페라떼 맛있어요. 치즈캐이크도 맛있는데 너무 작아요 ㅠ,"카페라떼,말차라떼,바스크치즈케이크","데이트,캐주얼한"
42,안쓰러운샐러드소스,5.0,117,1,5점,2,2,2,"우선 인테리어가 너무너무 예쁘고, 음료도 맛있어서 좋았어요!!","아메리카노,자두에이드","차모임,혼카페,데이트,조용한,예쁜,깔끔한"
42,단미,4.2,583,14,3점,1,1,1,매장이 깔끔하며 테이블 높이가 낮아서 대화하기에 알맞은 곳이예요음료나 디저트는 괜찮았어요,"아메리카노,딸기티라미수,밀크티","데이트,간식,예쁜,깔끔한,야외좌석(테라스),애완동물동반"
42,ronny,4.8,1083,15,3점,2,1,2,"카페 분위기랑 인테리어 좋아요
음료 맛도 괜찮아요! 추천 합니다",아이스아메리카노,"차모임,데이트,간식,숨은맛집,지역주민이찾는"
43,먼지님,4.5,532,47,5점,2,2,2,동네 회집인데 오랜만에 가봤어요 양많고 물회 맛있네요 아주 잘먹고 왔어요,"황금스페셜,물회","저녁식사,술모임,시끌벅적한,무료주차"
43,밍민,4.8,232,2,5점,2,2,2,스끼다시도 다양하고 회도 신선해서 맛있게 잘 먹었어요!!,황금세트,"저녁식사,캐주얼한"
44,먼지님,4.5,532,47,3.5점,2,1,2,"우리 동네 오픈해서 가봤어요
자리가 비좁은편이더군요
고기랑 밑반찬 맛나요 설렁탕은 기름이 많이 떠 있어서 느끼했어요","삼겹살,숯불국밥,설렁탕,소곱창","저녁식사,술모임,시끌벅적한"
44,"다코미식가
뿌우",3.8,529,64,4점,2,2,2,숯불구이 고기가 있어서 상호를 숯불국밥으로 지은듯. 국밥과 숯불은 관련이 없어보여요. 근데 새로 생겨서인지 음식 깔끔하고 맛있습니다.,"국밥,곰탕","저녁식사,점심식사,혼밥,깔끔한,가성비좋은"
45,서나라구,4.5,233,4,5점,2,1,2,"생일파티로 가봤는데 메뉴가 다양하긴하나 술안주라 그런지 좀 짠편이에요
발리컨셉으로 이쁜 인테리어라 그런지 젊 은층 손님들이 많아 시끄러워요
가격도 시그니처메뉴라 그런지 저렴한편은 아니었어요
주문하면 직원반응 빠르진않아요","시그니처A,시그니처B","저녁식사,술모임,혼술,데이트,기념일,고급스러운,푸짐한,시끌벅적한,예쁜,깔끔한,이국적/이색적,지역주민이찾는"
45,먼지님,4.5,532,47,5점,2,2,2,"가성비 좋쿠 안주 종류 많아요
근데 갈때마다 좌석이 없어요
그래서 자주 못가긴했어요","파인애플,오징어소면","술모임,시끌벅적한,깔끔한,지역주민이찾는,주차불가"
45,밍민,4.8,232,2,5점,2,2,2,저녁먹을겸 시원하게 맥주랑 같이먹으려고 포차갔는데 잘 먹었어요,발리다 바베큐 플래터,"저녁식사,술모임,서민적인"
45,따줘,4.5,134,1,4점,2,2,2,"안주종류도  다양하고 분위기도 좋았어요
종류가 여러가지라 여럿이가서 취향에
맞춰서먹고 좋았어요","시그니처A,치즈 불 막창","술모임,시끌벅적한,지역주민이찾는"
46,맛잘옌,4.2,150,3,3.5점,1,2,1,간단하게 3차 정도에 오기 좋은 포차에요. 야장가능한 날씨에 오면 좋아요,부추전,"술모임,서민적인"
46,youmei95,4.9,16,0,4점,2,2,2,"비 오는 날 한잔 하려고 방문했는데 음식도 저렴하고 맛있어서 엄청 시켜먹규 왔어요 ㅎㅎ
신대방삼거리 근처 오시면 강추합니당",매운닭발,"저녁식사,식사모임,술모임,회식,숨은맛집,서민적인,캐주얼한,가성비좋은,푸짐한,시끌벅적한,지역주민이찾는"
46,먼지님,4.5,532,47,3점,1,2,2,"음~~  오징어볶음 매우 매웠어요 그래서 소면 추가해서 먹었더니 쫌 낫더라구요
소주 안시원해서 실망했는데 주인분이 냉동보관했다가주셔서 시원하게 먹었어요
안주는 그닥 맛나진 않치만 분위기가 좋아서 잘먹었습니다","오징어볶음,스팸계란","술모임,서민적인,지역주민이찾는,주차불가"
46,서나라구,4.5,233,4,3점,1,1,1,"오징에볶음 너무매워서 소면추가 했는데
그래도 매워요!
맛은 보통이고 소주 안시원해서 별로였어요
일곱시쯤갔는데..","오징어볶음,스팸계란","혼술,데이트,숨은맛집,서민적인,시끌벅적한,지역주민이찾는,주차불가,야외좌석(테라스)"
46,ny1566,4.3,191,2,3점,1,1,1,야외테이블이 있어서 좋았어요! 맛은 그냥 그럭저럭 나쁘진않음! 분위기가 좋아서 또 가고싶어요,"두부김치,계란말이","술모임,기념일,서민적인,캐주얼한,가성비좋은,시끌벅적한,지역주민이찾는,야외좌석(테라스)"
47,먼지님,4.5,532,47,5점,2,2,2,"사장님 센스 좋으십니다  
동네 동생이 비오는날 가자고 해서 기대안하고 갔는데 너무 만족이네요 단골집으로... ㅋ
다 맛나요  천연조미료 사용하셔요 짱!!","매콤낙지우동볶음,맑은 바지락탕,김치찜,모듬튀김","술모임,조용한,가성비좋은,숨은맛집"
47,서나라구,4.5,233,4,5점,2,2,2,"가게는 작지만 사장님 음식솜씨가 끝내줘요
김치찜 왕추천
혼자가셔도 사장님이 말동무도 해주실꺼에요
양도 적당히 나오고 처음처럼 소주 없었는데 최근들여놓으셨어요!👍","텐동,김치찜,모듬튀김","실버푸드,식사모임,저녁식사,술모임,혼술,혼밥,가족외식,데이트,숨은맛집,서민적인,가성비좋은,이국적/이색적,지역주민이찾는,주차불가"
47,밍민,4.8,232,2,4.5점,2,2,2,술안주로 먹기 좋아요 맥주안주도 다양하고 즐거웠어요~~~,부타노가쿠니(돼지고기조림),"저녁식사,캐주얼한"
48,먼지님,4.5,532,47,5점,2,2,2,동생이랑 술 잘먹고 김밥샀어요 아침에 먹으려고 샀었는데 잘먹었습니다,야채김밥,"포장,조용한,주차불가"
48,Jens day,4.0,906,5,4점,2,1,1,길가다 우연히 들어갔는데 맛있게 잘 먹고 갑니다. 주변에 자취러들이 많이 찾는 곳이네요,야채김밥,"점심식사,지역주민이찾는"
49,먼지님,4.5,532,47,5점,2,2,2,"곱창 별로 안좋아하는데 이날은 먹을만 했어요
동생들 하고 좋은 시간 보냈어요",모듬 (200g),"저녁식사,술모임,시끌벅적한,주차불가"
50,먼지님,4.5,532,47,5점,2,2,2,"아들이랑 아침먹었어요
맛은 있는데 너무커서 먹기가 힘들어요 ㅋ
너무 커서 한두개 먹어도 배가 부르네요","참치김밥,B세트:기본,불고기.참치,날치알","아침식사,푸짐한,주차불가"
50,서나라구,4.5,233,4,5점,2,2,2,"매장 이전하고 가봤는데 역시 맛있네요!
사이즈 크고 금방 배가차요",참치김밥,"아이동반,배달,점심식사,저녁식사,식사모임,실버푸드,혼밥,데이트,간식,서민적인,캐주얼한,조용한,푸짐한,예쁜,깔끔한,주차불가"
51,먼지님,4.5,532,47,5점,2,2,2,"테이크아웃해서 집에와서 먹었어요
커피진하고 맛나네요
맛나게 잘먹었어요",아메리카노,"점심식사,서민적인,주차불가"
51,따줘,4.5,134,1,5점,2,2,2,시원하게 마시고 싶어서 아메리카노 마셨는데 시원하고 좋았어요,아메리카노,"간식,캐주얼한"
51,서나라구,4.5,233,4,5점,2,2,2,"가격저렴하고 커피 괜찮아요
케익도 저렴한데 정말맛있어요",아메리카노,"실버푸드,혼카페,데이트,간식,기념일,아이동반,차모임,숨은맛집,서민적인,캐주얼한,가성비좋은,푸짐한,예쁜,깔끔한,지역주민이찾는,조용한,주차불가"
52,ChocoJelly,4.5,192,1,5점,2,2,2,"장보러갔다가 쌈밥이땡겨서 방문했어요 
반찬도 잘나오고 제육도 맛있어요 
쌈종류도많아서 너무좋았어요 
보리밥정식도많이드시는거같은데
쌈밥정식강추합니다!",제육쌈밥(2인이상),"점심식사,캐주얼한,푸짐한,무료주차"
