restaurant_code,reviewer_name,reviewer_avg_score,reviewer_rv_cnt,reviewer_follower_cnt,reviewer_score,taste_level,price_level,service_level,review_content,review_menu,keywords
1,Gina,4.0,16,1,4점,2,0,1,인테리어 깔끔하고 맛 괜찮아요. 주인분이 메뉴에 대해서 이것저것 설명해주셔요. 케익은 맛있긴 했는데 넘 비쌌다는 ㅜㅜ,"오렌지음료,초코케익","차모임,예쁜,깔끔한"
1,lin,4.5,135,1,4점,2,1,1,"일단 분위기가 좋았어요 인테리어도 예뻐요!
가격은 카페치고 조금 비싼편이었는데 디저트가 맛있어서 만족했습니다.","쇼콜라바난,아메리카노","차모임,데이트,예쁜,깔끔한"
1,도래,4.5,763,25,5점,2,1,1,"인테리어도 깔끔하고 분위기가 좋아요
디저트도 정말 맛있고요",아메리카노,"혼카페,데이트,고급스러운,깔끔한"
1,ync,4.0,40,3,4점,1,1,1,블루리본 많고 정통있는 괜찮은 디저트가 많아요 맛도 좋습니다,"프레지에,아이스아메리카노","차모임,예쁜"
1,양잉,4.0,219,3,4점,1,1,1,딸기라떼는 맛있긴한데 우유랑 땅기청이랑 잘 안섞여서 아쉬워요,"얼그레이자몽,딸기라떼","데이트,기념일,간식,서민적인"
1,"다코미식가
Ariel",3.8,91,27,4점,2,1,2,"가격이 비싼만큼 고급진 분위기, 커피랑 디저트 맛있어용❤️",,"디저트,데이트,여자끼리,조용한,아담한,고급스러운,모던한"
1,Jisu Pyo,4.3,2,0,3점,,,,디저트는 나쁘지 않은데 홍차가 아주 별로였어요. 포트에 잎을 너무 적게 넣어주어서 맹물인줄 알았어요. 가급적 커피 시키시길..,,
2,먼지님,4.5,532,47,5점,2,2,2,"지인들이랑 한잔하면서 맛나게 먹었어요
사장님 친절하셔요",한제소곱창전골 대,"술모임,푸짐한,주차불가"
2,"다코미식가
미식한무식가",3.7,1007,52,5점,2,2,2,진한 감칠맛이 훌륭한 곱창전골이다. 전골에 넣는 곱창도 무려 구이용.,한제소곱창전골(소),"배달,저녁식사,술모임,깔끔한,지역주민이찾는,무료주차"
2,조코코,4.5,176,1,4점,1,1,2,야채가 넉넉하게 들어있어서 좋네요! 네이버 리뷰이벤트 하면 사리도 받을 수 있어요,한제소곱창전골(소),"술모임,시끌벅적한,지역주민이찾는"
3,young11,5.0,357,1,5점,2,2,2,동네 카페지만 인테리어도 예쁘고 디저트 종류도 많아서 넘 좋았어요!,애플프루츠 티,"차모임,혼카페,데이트,지역주민이찾는"
3,먼지님,4.5,532,47,5점,2,2,2,조용하게 차마시기 좋은곳입니다 빵 종류가 많아서 좋으네요 커피도 맛나요,"아메리카노,수제 스트로베리 크럼블","차모임,조용한"
3,바람개비,3.9,488,3,4점,1,1,2,"깔끔한 분위기에 조용하게 커피 즐길 수 있는 곳이에요.  조용히 컴퓨터 들고 와 작업하시는 분도, 도란도란 이야기하시는 분도 많아요. 별로 시끄럽지 않아요. 커피맛도 준수합니다.",아메리카노,"차모임,혼카페,간식,조용한,깔끔한"
3,우리의나날,4.5,420,2,4점,2,1,1,"신대방삼거리 카공하기 좋은 카페. 낮에 자리 부족하면 지하1층도 사용할수 있는듯. 커피맛있는편이고, 딸기크럼블 존맛탱","아메리카노,크럼블","데이트,간식,캐주얼한,예쁜,지역주민이찾는"
3,찹살콩,4.2,35,2,5점,2,2,1,주기적으로 가는 카페 중 하나입니다! 음료 양도 많고 디저트도 많아서 좋아해요ㅎㅎㅎ 최근에 지하에도 앉을 수 있는 자리가 생겼더라구요! 가보진않았지만 조용해보였습니다ㅎ.ㅎ,"아이스아메리카노,아이스라떼,브라우니","혼카페,데이트,숨은맛집,서민적인,캐주얼한,가성비좋은,시끌벅적한"
3,밍민,4.8,232,2,5점,2,2,2,"아메리카노랑 케이크 먹었어요 달달하니 맛있네요
카페도 깔끔해요",아메리카노,"점심식사,캐주얼한"
3,해블리,4.5,92,3,5점,2,2,2,"벌써 두번째 방문이에요! 
너무 괜찮아서 계속 재방문 중이에요. 
커피 양이랑 가격이랑 가성비 대비 너무 괜찮아요. 
디저트는 올때마다 바스크 치즈케이크 주문하는데 꾸덕하니 맛있어요👍
강추합니다.","아메리카노,민트초코라떼","혼카페,간식,숨은맛집,가성비좋은,지역주민이찾는"
3,따줘,4.5,134,1,4점,2,2,2,"분위기가 조용하고 지인들과좋은 시간을
보내기좋은 분위기였어요~  커피도 맛있었어요","에스프레소,아메리카노","차모임,서민적인"
3,캐슈,3.5,4,0,4점,2,1,2,분위기 좋고 조용하고 맛있어요. 다음에 또 방문하고 싶어요~,레몬에이드,"차모임,데이트,조용한"
3,두부엄마,4.3,70,4,5점,2,2,2,"디저트 맛집
딸기크럼블케이크 젤맛남
내부도 넓고 분위기도 좋은 카페",아메리카노,"데이트,깔끔한"
3,코코리,3.2,728,8,3점,1,1,1,케이크 종류가 다양한 커피집입니다. 디저트와 함께 차 마시고 싶을 때 추천해요,아메리카노,차모임
4,밍민,4.8,232,2,4.5점,2,2,2,아구찜 유명하잖아요 유명한곳은 딱 한가지만하는 역시 맛이 좋네요,아귀찜 중,"저녁식사,캐주얼한"
4,참옥토,4.3,113,3,4점,2,1,2,위장이 그리 크지 않은 여자 네명이 중자 시켜 먹으니 딱 좋으네요. 배부르게 맛있게 잘 먹구 나왔습니다. 다음에 또 갈게요 ^^,아귀찜 중,"점심식사,저녁식사,가족외식,숨은맛집"
4,맛집마니아아,3.7,139,0,5점,2,2,2,"사장님이 바꼈다가 원래 사장님이 다시 돌아오셨다는 소문듣고 방문했어요
메뉴는 아주 맛있고 직원분도 친절하셨어요
재방문의서 있습니다!!","아귀찜 대,볶음밥","아이동반,점심식사,저녁식사,가족외식,시끌벅적한,서민적인,숨은맛집,캐주얼한,푸짐한,개별룸"
4,스마일,5.0,192,2,5점,2,2,2,"아구찜에 아구가 많아서 너무 좋았고, 양념도 너무 맛있었어요~맛있게 배불리 먹었어요~!",아귀찜 중,"저녁식사,푸짐한"
4,히융zz,3.9,76,1,5점,2,1,2,"친구추천으로 함께 갔는데 너무너무 맛있고 계속 생각나는 맛입니다! 맵기는
보통이나 약간 매운정도가 좋을거 같아요!",아귀찜 중,"저녁식사,숨은맛집,캐주얼한"
4,먼지님,4.5,532,47,3점,1,2,2,맛없는데 지인이 맛나다해서 갔어요 맛없게 매운맛이라 쫌 그랬어요,"아귀찜 소,아귀찜 중","점심식사,술모임,시끌벅적한"
4,손미정,3.9,15,0,5점,,,,"어릴 적 부터 갔는데 반찬 맛도 아구찜 맛도 변치 않고 맛있음
그 전 같은거랑 오징어숙회도 맛있고 김이랑 묵 무친것도 진심 갓갓 반찬은 이미 아구찜나오기 전에 이미 다먹음
다른데서 아구찜 못먹겠음 ㄹㅇ",,
4,따줘,4.5,134,1,4점,2,2,2,"맛있다하여 지인 추천으로 먹었는데
적당히 맵고 맛있어요~",아귀찜 중,"점심식사,서민적인"
4,SSONG,4.1,307,2,5점,2,1,1,이 곳에서 오래된 터줏대감 맛집. 보통 맛으로 먹으면 맵지 않고 딱 맛있다,아구찜,"저녁식사,시끌벅적한"
4,잉치킨,4.3,212,3,5점,2,1,2,맛있다길래 가봤는데 맛있어요. 먹다가 볶음밥도 먹었어여ㅕ~~,아구찜,"점심식사,저녁식사,서민적인"
4,와앙악,5.0,1,0,5점,2,2,2,"여기 진짜 인생 아구찜 맛집입니다
주인 바뀌었다가 다시 돌아옴 만세",아귀찜 대,"저녁식사,숨은맛집,서민적인,푸짐한,지역주민이찾는"
5,참새방앗간,4.2,185,0,5점,2,2,2,"와플은 와플대학이 젤 맛있어요
젤라또 와플은 빨리 녹는거만 아니면 두고 두고 먹고싶은 맛이에요 !","젤라또와플,크림젤라또와플","배달,가성비좋은"
5,트라,4.8,13,0,5점,2,2,2,매장이 작긴 하지만 테이블도 두개 있어서 먹고 갈 수도 있고 종류 많아서 좋아요! 사장님도 친절하십니다 :),젤라또와플,"간식,캐주얼한"
5,우리의나날,4.5,420,2,5점,2,2,2,저녁 후 디저트 먹기 딱인 와플대학! 망고젤라또와플 너무 존맛탱이에요! 먹기는 좀 힘들지만 ㅎㅎ 쿠폰도 있어 재방문을 막 유도하네요! 졸업하는 그날까지!,망고젤라또와플,"간식,서민적인"
5,먼지님,4.5,532,47,5점,2,2,2,"지인이랑 술한잔하고 지나가다가  들어가봤어요
맛있어요 잘먹었습니다","슈크림크런치와플,플레인와플","간식,가성비좋은,깔끔한,주차불가"
5,대방94,4.5,70,1,4점,2,1,2,생각보다 맛있어욤 여기는 올때마다 씬나는 노래가 나와서 방댕이가 들썩여짐,망고젤라또와플,"간식,시끌벅적한"
5,서나라구,4.5,233,4,5점,2,2,2,"와플먹고싶어서 들러서 포장했어요
많이달지도 않고 맛있게너무 잘먹었습니다.","크림와플,애플시나몬와플,스노우와플,메이플시나몬와플","아이동반,점심식사,저녁식사,서민적인,캐주얼한,고급스러운,가성비좋은,조용한,지역주민이찾는,주차불가"
5,맛집마니아아,3.7,139,0,4점,1,1,2,"동네있는 와플대학이에요
역시 와플은 기본이 제일 맛있네요 ㅎㅎ",애플시나몬와플,"배달,간식,주차불가"
5,참치뱃살,3.5,11,0,3점,1,1,1,"맛으로 보장된 와플대학 여전히 맛있네요
사장님도 친절해요",크림와플,"배달,간식,서민적인,캐주얼한"
6,서넝,4.4,54,0,5점,2,2,2,진짜 맛잇어요ㅠㅠ 나의 오래된 맛집 오래오래 남아주세요! 최고 김치말이국수 꼭 먹어줘야함,"숯불 무뼈닭발(맵기 중),날치알 주먹밥(한 대접),김치말이 냉국수","데이트,숨은맛집,서민적인"
6,맛집연구센터,4.8,542,23,5점,2,2,2,"신정 닭발 신대방쪽에 분점으로 생긴 곳인 것 같습니다.
일단 맛의 차이는 크게 나지 않습니다. 오히려 살짝 덜 매운 느낌? 이라고 해야할까요. 근데 일단 매콤한 양념에 푹 절인 닭발은 쫄깃하고 아주 일품입니다.콩나물이 여기는 셀프로 직접 가져가서 먹는 방식이라서 
실컷 먹어서 너무 좋구요 반찬이 셀프라서 마음껏 가져갈 수 있는 점이 좋았습니다.  특히 마요네즈 소스 찍어먹는게 정말 짱입니다.김치말이국수에 주먹밥 하나 시켜주시면 두명이서 28,000원 내고 배터지게 먹을 수 있을 정도로 가격도 착합니다. 닭발 19,000원 
주먹밥 3천원 
국수 6천원 
합 28,000원 너무 맛있게 잘 먹고 나왔습니다~","국물닭발,주먹밥,김치말이냉국수","저녁식사,숨은맛집,가성비좋은,지역주민이찾는"
6,김은댕,4.6,217,3,5점,2,2,2,신정닭발은 닭발이 통통하고 보들보들한 계란찜이 일품임 직원들도 친절하고 맛없는메뉴가 없음,국물닭발 셋트,"데이트,저녁식사,숨은맛집,시끌벅적한,지역주민이찾는"
6,맛잘옌,4.2,150,3,4점,2,2,1,"최근에 먹은 국물닭발 중 젤 맛있는듯해요!
계란찜도 양많고 맛있습니다..!",국물닭발 셋트,"저녁식사,술모임,서민적인,시끌벅적한"
6,먼지님,4.5,532,47,4점,1,2,2,"간만에 방문한집~~ 
여전한 맛이네요 국물닭발,닭똥집볶음,주먹밥
잘먹었습니다",국물닭발 셋트,"술모임,시끌벅적한,주차불가"
6,으룡,4.5,21,0,2점,1,2,0,"매운닭발이 먹고싶어서 방문함 닭발은 많이 맵지않고 맛잇었음,이정도 닭발은 흔한 맛이긴함.사장님인지 모르겟지만 바빠서 그런지 불친절하심.전체적으로 음식은 맛잇음",국물닭발 셋트,"술모임,서민적인,시끌벅적한"
6,서나라구,4.5,233,4,5점,2,1,2,닭발은 잘못먹지만 지인 먼저 가있대서 갔는데 군내안나고 잘먹었습니다,"무뼈국물닭발,소금구이 볶음똥집","점심식사,저녁식사,술모임,혼밥,회식,가족외식,실버푸드,식사모임,서민적인,숨은맛집,시끌벅적한,푸짐한,지역주민이찾는,가성비좋은,캐주얼한"
7,다이닝서울,3.7,23,0,4점,2,2,1,"신대방삼거리역에 있는 식당인데, 콩국물이 아주 크리미하고 국내산 콩을 사용하는데도 가격이 1.2만원으로 합리적이에요. 식전에  보리밥도 주어서 아주 든든합니다~!",검정콩국수,"점심식사,혼밥,식사모임,서민적인,캐주얼한,가성비좋은"
7,잼퍄,4.8,125,0,5점,2,2,1,검은콩국수는 짜지않고 맛있고 콩칼국수는 콩스프 먹는 맛이라고나 할까요? 왠만한 콩국수와는 수준이 다릅니다.,"검정콩국수,콩칼국수","가족외식,서민적인,푸짐한"
7,맛집마니아아,3.7,139,0,4점,1,2,2,"맛있어서 두번 방문했는데 한번은 콩물이 살짝 시큼하더라구요. 회전율이 빨라서 상한건 아닐텐데 왜 시큼했는지는 의문
김치도 맛있고 음식 기다리는동안 열무랑 비벼먹을 보리밥이 나오는게 별미네요 여름에 콩국수 먹으러 자주갈 예정!","콩국수,바지락칼국수","아이동반,점심식사,저녁식사,혼밥,가족외식,숨은맛집,서민적인,캐주얼한,가성비좋은,푸짐한,시끌벅적한"
7,먼지님,4.5,532,47,5점,2,2,2,"맛나요
들깨수제비 꼬숩고 바지락 칼국수도  맛나요
보리밥 좋아요
열무김치 맛집입니다.","바지락칼국수,들깨수제비","저녁식사,서민적인,주차불가"
7,둥편,4.6,260,0,5점,2,2,2,"콩국수맛집이에요
서리태라 엄청 고소하고 목넘김도 좋아요
겨울이라 들깨수제비도 괜찮아요
무엇보다 가격이 최고에요","검정콩국수,들깨수제비","점심식사,저녁식사,혼밥,숨은맛집,지역주민이찾는"
7,서나라구,4.5,233,4,4점,2,2,2,"가게는 작지만 가성비대비 양도 많고 맛도
괜찮아요 또 올만한 곳이에요","바지락칼국수,들깨수제비","아이동반,다이어트식단,실버푸드,아침식사,점심식사,식사모임,저녁식사,혼밥,혼술,회식,데이트,기념일,가족외식,간식,서민적인,캐주얼한,가성비좋은,푸짐한,조용한,이국적/이색적,깔끔한,지역주민이찾는,숨은맛집,주차불가"
7,웅앵,3.6,504,15,3점,2,2,2,고소하고 간이 세지않아서 부담없이 먹고싶을때 좋아요 가격대도 7~9천원대고요,들깨수제비,"점심식사,혼밥,가성비좋은,지역주민이찾는"
8,Jens day,4.0,906,5,4점,1,1,1,동네 주민들 맛집인거같아요 비빔밥 맛있게 잘먹고갑니다!,제육비빔밥,"혼밥,지역주민이찾는"
8,먼지님,4.5,532,47,5점,2,2,2,돌솥밥 비빔장이 맛있어요 콩나물국밥도 맛나요 신랑이랑 점심먹고 왔어요,"콩나물국밥,돌솥비빔밥","점심식사,가성비좋은,주차불가"
8,밍민,4.8,232,2,4.5점,2,2,2,뜨끈한 국물 먹고싶어서 다녀왔는데 맛있어요! 콩나물국밥 깔끔해요,콩나물국밥,"점심식사,캐주얼한"
8,"다코미식가
뿌우",3.8,529,64,2점,0,1,1,솔직히 맛없기도 힘든 메뉴인데 맛없어서 남길  정도였어요.,강된장비빔밥,"점심식사,혼밥,지역주민이찾는"
9,ChocoJelly,4.5,192,1,4.5점,2,1,1,"동생추천으로방문했는데 
너무 맛있게 잘 먹었어요~
재방문의사있습니다!!","돼지갈비 250g,물냉면","회식,식사모임,가족외식,서민적인,시끌벅적한,무료주차"
9,서나라구,4.5,233,4,4점,1,1,0,"항상 지나가는 길에 보면 사람이 차있어서 맛집일까하고 먹어봤는데 가격치고 갈비얇고 
직원분도 바쁘셨는가 정신없이 허둥지둥하셨음
이가격에 이갈비면 다시는 안갈듯",돼지갈비 250g,"점심식사,저녁식사,식사모임,술모임,혼밥,혼술,접대,회식,데이트,기념일,가족외식,간식,숨은맛집,캐주얼한,고급스러운,격식있는,서민적인,푸짐한,시끌벅적한,깔끔한,지역주민이찾는,무료주차"
9,밍민,4.8,232,2,5점,2,2,2,갈비랑 맛있게 저녁먹었어요 된장찌개도 맛있더라구요 가족식사하기 좋아요,돼지갈비 250g,"저녁식사,서민적인"
9,달빛으로 그리다,5.0,23,0,5점,2,2,2,가성비 괜찮고 역 바로 근처라 사람들이 많이 찾는거같아요 고기 가볍게 즐기기에 좋아요,돼지갈비,"점심식사,저녁식사,식사모임,가족외식,서민적인,가성비좋은,시끌벅적한,지역주민이찾는"
9,베베로나,4.8,124,1,5점,2,2,2,친구가 맛있다고 데려갔는데 진짜 맛있었어요!!!!또가고싶음,돼지갈비 250g,"점심식사,캐주얼한,무료주차"
9,먼지님,4.5,532,47,4점,1,1,1,"그닥 맛집은 아닌데 손님이 많은집
위치가 좋아서 그런가바요",돼지갈비 250g,"저녁식사,술모임,시끌벅적한,무료주차"
9,따줘,4.5,134,1,4점,2,2,1,"오랜만에  친구들과  돼지갈비를 맛있게
먹었어요~~ 냉면과 같이 먹으니 더  맛있었어요
잘먹었읍니다","돼지갈비 250g,비빔냉면","저녁식사,서민적인"
9,잉치킨,4.3,212,3,5점,2,1,2,"가끔 점심에 가는데 음식들 대체적으로 맛있어요 ㅎ
뚝불도 맛있네용 ㅇㅇ",뚝배기불고기,"점심식사,캐주얼한,무료주차"
9,존맛탱,3.0,1,0,3점,1,1,1,매우 소란스러워서 음식이 입으로 들어가는지 코로 들어가는지 모르겠음,"양념갈비,물냉면,비빔냉면","저녁식사,시끌벅적한"
9,만두,5.0,2,0,5점,,,,,,
10,아카이브13,4.7,197,0,5점,2,2,2,"웬만한 횟집보다 숙성회가 맛있어요! 술집이지만 회 먹으러 와도 될만한 퀄리티,,","청어알젓 숙성회3종,통삼겹 수육튀김,모찌리도후","술모임,저녁식사,데이트,캐주얼한,숨은맛집,이국적/이색적,지역주민이찾는"
10,먼지님,4.5,532,47,5점,2,2,2,"회싱싱하고 맛나요 수제감자고로케도 너무 맛나요
김치우동도 맛나고 다 좋아요  애견동반 가능해서 더 좋으네요","모리 김치오뎅 나베,수제감자 고로케,숙성 모듬사시미 한판","저녁식사,술모임,고급스러운,시끌벅적한,애완동물동반"
10,햇살미소,4.2,113,1,4점,2,1,2,"신대방 삼거리역의 깔끔하고 조용한 이자카야를 찾는다면 모리식탁이 정답! 숙성회와 청어알의 조합은 너무 맛있었고,, 청어알은 밥반찬으로 가져오고 싶을 정도로 너무너무 맛있었어요-! 뚝배기 김치 나베도 느글한 조미료 맛이 아닌 깔끔한 멸치 육수 베이스라 속이 불편하지 않았어요-! 크림우동은 안에 불고기가 낭낙하게 들어있어 크림의 고소한 맛을 더 올려주었네용~!! 가게 분위기가 차분해서 정신 없지 않아 너무 좋았어요 짱!","[숙성 사시미]중(330g),가쓰오 김치오뎅 나베,명란크림우동","점심식사,식사모임,술모임,데이트,숨은맛집,캐주얼한,조용한,깔끔한"
10,김현재90,4.9,89,1,5점,2,2,2,"회도 신선하고 맛있고 좋았습니다!
직원분들도 친절하시고😉😉😉
다음에 또 방문 하겠습니다 :)","모듬 숙성회 한판,돈까스 김치나베,묵은지숙성회+생연어 반반 8p","식사모임,술모임,데이트,캐주얼한,예쁜,고급스러운,조용한"
10,밍민,4.8,232,2,5점,2,2,2,회도 신선하고 여러다른 찬들도 깔끔하니 맛이 좋았어요!,서울의 밤 SET,"저녁식사,캐주얼한,고급스러운"
10,케케케캬,5.0,270,1,5점,2,2,2,숙성회 너무 맛잇고 직원들이 너무 친절해서 좋은 곳입니다 ㅋㅋ,모듬 숙성회 한판,"술모임,캐주얼한"
10,파파파,5.0,242,0,5점,2,2,2,숙성회가 진짜 너무 맛잇습니다 ㅎㅎ 직원들도 너무 다친절해요,모듬 숙성회 한판,"술모임,캐주얼한"
10,뚭뚜비,5.0,343,2,4.5점,2,2,2,사장님너무 친절하셔서 갈때마다 좋아요 숙성회는 말해뭐해너무 맛잇어요,모듬 숙성회 한판,"술모임,캐주얼한"
10,따줘,4.5,134,1,4점,2,2,2,"깔끔하고  맛있게 잘먹었어요~
여러가지 다른것들도 다양해서 잘 먹었어요",모듬 숙성회 한판,"식사모임,깔끔한"
11,놀고먹고,4.4,27,1,5점,2,2,2,장어는 당연 맛있고 곁들여나오는 밑반찬들이 진짜 너무 맛있어요,"장어소금구이(1kg),장어추가(500g)","저녁식사,서민적인,깔끔한,지역주민이찾는,무료주차"
11,맛집마니아아,3.7,139,0,5점,2,2,2,"사장님, 직원분들 다 친절하시고 먹는 내내 다 구워주셔서 편하게 먹을 수 있었어요
무엇보다 장어가 신선하고 크기가 커서 아주 맛있게 먹었습니다 부모님도 만족해하셔서 무조건 재방문 의사 있습니다
반찬은 직접 농사지어 키우신 야채들로 만드셨는데 하나하나 다 맛있습니다","장어소금구이(1kg),갑오징어(구이/숙회)","저녁식사,식사모임,기념일,회식,가족외식,푸짐한,시끌벅적한,지역주민이찾는,무료주차"
11,밍민,4.8,232,2,5점,2,2,2,오랜만에 가족들이랑 장어 먹으러 갔는데 담백하니 맛있어요 직접 농사진 야채도 줘서 좋아요,장어소금구이(1kg),"저녁식사,서민적인,캐주얼한"
11,서나라구,4.5,233,4,5점,2,2,2,"생긴지 얼마안된곳이라 그런지 깔끔하고
직접 구워주시니 좋아요
친절하시고 맛있게 잘먹었어요","장어소금구이(1kg),가리비구이(계절메뉴)","아이동반,다이어트식단,실버푸드,점심식사,저녁식사,식사모임,술모임,혼밥,혼술,접대,회식,데이트,기념일,가족외식,숨은맛집,서민적인,고급스러운,격식있는,가성비좋은,푸짐한,조용한,깔끔한,지역주민이찾는,무료주차,대형룸"
11,따줘,4.5,134,1,4점,2,2,2,"오랜만에 장어구이를  가족들과 몸보신
했네요~  맛있게 잘 먹었읍니다",장어소금구이(1kg),"저녁식사,서민적인,캐주얼한,무료주차"
11,먼지님,4.5,532,47,4점,2,1,2,개업한지 얼마안되서 깔끔했어요 가족들하고 맛난식사 하고왔어요,"장어소금구이(1kg),장어추가(500g)","저녁식사,푸짐한,무료주차"
12,misik88,4.0,278,1,3.5점,1,2,1,분위기 괜찮은 신대방동 카페입니다. 역에서 멀지 않아요. 케이크 주문도 많이 하시는것 같아요.,단팥죽,"차모임,캐주얼한"
12,두부엄마,4.3,70,4,4.5점,2,2,2,"팥빙수, 케이크 맛집!!!보통 레터링케이크는 맛 없는데 여긴 맛있어요!!!빙수는 설bing보다 더더 맛있습니다!!추천!!!","더티초코조각케이크,홍시빙수","데이트,숨은맛집,캐주얼한,가성비좋은"
12,qwerty,4.1,613,14,5점,2,1,2,놀라운 토요일에 나온 신대방삼거리역 근처 카페. 케이크 종류가 다양하고 독특해서 하나씩 맛보는 재미가 있음. 단호박이 가장 맛있었고 매장 내부가 넓어서 쾌적했음.,"단호박타르트,쑥절미갸또조각케이크,딸기조각케이크","차모임,혼카페,간식,예쁜,깔끔한,무료주차"
12,안쓰러운샐러드소스,5.0,117,1,5점,2,2,2,사람이 많아서 빙수 나올때까지 많이 기다렸어요! 근데 너어무 맛있어서 의미 있었습니다. 인생 팥빙수!!,아뜨레국산팥빙수,"점심식사,저녁식사,차모임,혼카페,데이트,가족외식,캐주얼한,푸짐한,깔끔한"
12,맛집마니아아,3.7,139,0,4점,1,1,2,동네 빙수 맛집이에요 우유 얼음이 빨리 녹지 않아서 더 좋았어요 ㅎㅎ 여름에 자주 갈거같아요,"아뜨레국산팥빙수,바스크치즈조각케이크","차모임,데이트,깔끔한,지역주민이찾는"
13,먼지님,4.5,532,47,4점,2,2,2,예전에 고추김밥 맛있었는데 없드라구요 그래서 참치김밥이랑.어묵우동 먹고 왔어요 맛나요,"참치김밥,어묵우동","아침식사,가성비좋은"
13,배추밭에찾아온흰나비,4.7,139,0,5점,2,2,1,"떡볶이가 넘 묵고싶어서 방문. 
처음 와보는데 맛있게 잘 먹었어요. 오징어튀김 맛있네요. 남은 음식 셀프로  싸가는 게 맘에 듬",떡튀순세트,"간식,혼밥,캐주얼한"
13,밍민,4.8,232,2,5점,2,2,2,간단하게 시장가서 우동이랑 김밥먹었는데 맛있었어요 다음번엔 떡볶이까지도전,"참치김밥,어묵우동","점심식사,캐주얼한"
13,따줘,4.5,134,1,5점,2,2,2,"옛떡뽁기가 생각나 찿았는데 역시나 맛있게
잘먹었어요~  또 먹으러 와야겠네요","참치김밥,떡볶이,우동","간식,서민적인"
13,우리의나날,4.5,420,2,5점,2,2,2,떡튀순세트 포장해서 먹었어요! 딱 상상했던 시장 떡볶이 맛!,떡튀순세트,"저녁식사,캐주얼한"
13,코코리,3.2,728,8,3점,1,1,1,어렸을 때 자주먹던 시장 떡볶이 맛이예요. 가격도 비싸지 않고 맛있어요,풀세트,"점심식사,저녁식사,간식,서민적인,배달"
14,illuille,4.4,103,0,5점,2,2,1,"고기 맛있어요
얼마전에 신메뉴도 나온거같아요
겻들여먹을수있는게 많아요","원조한판,특수한판,계란찜","저녁식사,숨은맛집"
14,먼지님,4.5,532,47,4점,2,2,2,"원조한판, 살얼음물쫄면, 먹었어요 
물냉또는 비냉은 원조한판 시키면 서비스로 주십니다 고기는 맛나는데 상추야채를 안줘서 아쉬운상황이였어요 고기만
먹으니 느끼하더라구요 ㅠ","물냉면,살얼음 물쫄면,원조한판","저녁식사,술모임,푸짐한,시끌벅적한,무료주차"
14,건들면물어요,4.6,175,0,5점,2,1,2,체인점이지만 사장님이 친절하고 고기도 구워주심.. 계란간장밥 먹고 파절이쫄면 사이드까지 너무 맛있음~~💖💖,"부안된장술밥,숙성삼겹,계란찜","점심식사,저녁식사,회식,기념일,서민적인,지역주민이찾는,무료주차"
14,우리의나날,4.5,420,2,5점,2,1,2,원조한판 먹었어요. 대체적으로 맛있어요! 물쫄면 계란찜도 최고!,"살얼음 물쫄면,계란찜","저녁식사,서민적인"
14,밍민,4.8,232,2,4.5점,2,2,2,원조한판먹었더니 물냉은 서비스로 주시네요 맛있게 잘 먹었어요,육즙목살,"저녁식사,캐주얼한"
14,따줘,4.5,134,1,5점,2,2,2,"고기에 냉면을  같이 맛나게  먹었어요
역시 여름에는 냉면이 최고네요~","물냉면,원조한판","저녁식사,서민적인"
14,샤머니즘,1.0,1,0,1점,1,2,0,갈비가 붙어있는 뼈가 나무 뿌리같이 생기고 두꺼워 굽기가 어려웠고 서비스가 너무 엉망이어서 가족과의 즐거운 점심이 엉망이 되었습니다. 냉면은 시킨지 20분이 되어도 안나와서 물어보니 오늘은 안된디고 했습니다. 무슨 기분 나쁜일이 있는지 몰라도 오지말아야할 곳에 오지말아야할 시간에 왜 왔냐하는 느낌을 받았습니다. 원래 식당 평가 잘 안하는데 참고해야할 것 깉아 올립니다.,원조숯불갈비,"아이동반,가성비좋은"
14,단미,4.2,583,14,2점,1,1,1,원조부안집 맛있는걸로 유명해서 방문했단건데 음식이 너무 늦게나오고 고기를 60%정도 구워주시는데 못구워주샤서 너무 아쉬웠어요ㅜ,갓성비세트메뉴,"저녁식사,캐주얼한,깔끔한"
15,먼지님,4.5,532,47,5점,2,2,2,"지인들과 갔어요 몇번갔었는데 만석이라 되돌아 온곳이에요
이날은 다행이도 자리가 있어서 잼나게 맛나게 먹고 왔어요 리뷰이벤트 추억의뽑기도 재미 있었어요 ㅋ","치킨난반,깐풍가지튀김,통새우멘보샤(4pc)","저녁식사,술모임,고급스러운"
