menu_code,restaurant_code,name,price,description
MEN0287,RES0009,한우육회 180g,30000.0,
MEN0288,RES0009,돼지갈비 250g,17000.0,
MEN0289,RES0009,삼겹살 150g,17000.0,
MEN0290,RES0009,목살소금구이150g,17000.0,
MEN0291,RES0009,허브삼겹살150g,18000.0,
MEN0292,RES0009,물냉면,9000.0,
MEN0293,RES0009,비빔냉면,9000.0,
MEN0294,RES0010,대방어 회 한상 (예약추천),53000.0,"대방어회 시작
기본
뚝배기오뎅탕,초밥용 밥,간장새우,회무침,샐러드,팥빙수가 제공됩니다."
MEN0295,RES0010,대삼치 회 한상(예약추천),50000.0,"기본
뚝배기오뎅탕,초밥용 밥,간장새우,회무침,샐러드,팥빙수가 제공됩니다."
MEN0296,RES0010,모듬 회덮밥,12000.0,
MEN0297,RES0010,모리 특선 초밥 11p,16000.0,"초밥 주문시
기본 3찬 + 샐러드 +국물 제공됩니다."
MEN0298,RES0010,모리 시그니쳐vip 초밥,21000.0,"초밥 주문시
기본 3찬 + 샐러드 +국물 제공됩니다."
MEN0299,RES0010,물회,19000.0,
MEN0300,RES0010,※※※그밖에 안주 및 사이드※,,
MEN0301,RES0010,닭껍질교자,18000.0,
MEN0302,RES0010,치킨 가라아게,18000.0,
MEN0303,RES0010,가쓰오 김치 오뎅탕,19000.0,
MEN0304,RES0010,가쓰오 오뎅탕,18000.0,
MEN0305,RES0010,먹태구이,14000.0,
MEN0306,RES0010,생선메뉴는 가격변동이 있을수 있습니다,,
MEN0307,RES0010,뚝배기 김치어묵우동,9000.0,
MEN0308,RES0010,치즈 불닭게티,9000.0,
MEN0309,RES0010,치즈 짜파구리,9000.0,
MEN0310,RES0010,철판김치볶음밥,6000.0,
MEN0311,RES0010,모찌리도후,7000.0,
MEN0312,RES0010,파인샤베트,6000.0,
MEN0313,RES0010,모듬고로케,10000.0,6P
MEN0314,RES0010,왕새우튀김,9000.0,3P
MEN0315,RES0010,청어알젓(60g) 추가,3500.0,
MEN0316,RES0010,준마이 북극곰의 눈물,38000.0,720ml
MEN0317,RES0010,※※※메인 안주류※,,
MEN0318,RES0010,간바레오토상 팩,32000.0,
MEN0319,RES0010,하쿠쯔루 마루,32000.0,
MEN0320,RES0010,센300,8000.0,
MEN0321,RES0010,모리 하이볼,8000.0,
MEN0322,RES0010,짐빔 하이볼,8000.0,
MEN0323,RES0010,느린마을 늘봄 막걸리,8000.0,
MEN0324,RES0010,서울의밤,16000.0,
MEN0325,RES0010,일품진로 SET,32000.0,일품진로+토닉워터2개+레몬
MEN0326,RES0010,화요25 SET,32000.0,화요25+토닉워터2개+레몬
MEN0327,RES0010,서울의 밤 SET,17000.0,서울의밤+토닉워터 2개+레몬
MEN0328,RES0010,※※※※※※※※※※※※,,
MEN0329,RES0010,도원결의 SET,17000.0,도원결의+토닉워터2개+레몬
MEN0330,RES0010,2+1 하이볼 SET,16000.0,
MEN0331,RES0010,소주,5000.0,"후레쉬, 진로이즈백, 처음처럼, 새로"
MEN0332,RES0010,새로살구,5000.0,
MEN0333,RES0010,참이슬 오리지널,5500.0,
MEN0334,RES0010,한라토닉 세트,11000.0,
MEN0335,RES0010,한라산,7000.0,
MEN0336,RES0010,병맥주,5000.0,"테라, 카스, 켈리"
MEN0337,RES0010,청하,6000.0,
MEN0338,RES0010,토닉워터,2500.0,
MEN0339,RES0010,모듬숙성회 한상,45000.0,"기본으로
뚝배기오뎅탕,초밥용 밥,간장새우,회무침,샐러드,팥빙수가 제공됩니다."
MEN0340,RES0010,대방어+참돔 반반 한상,55000.0,"기본으로
뚝배기오뎅탕,초밥용 밥,간장새우,회무침,샐러드,팥빙수가 제공됩니다."
MEN0341,RES0010,대방어+대삼치 회 한상(예약추천),53000.0,"대방어회 시작
기본
뚝배기오뎅탕,초밥용 밥,간장새우,회무침,샐러드,팥빙수가 제공됩니다."
MEN0342,RES0010,통삼겹 수육튀김,22000.0,
MEN0343,RES0010,※※※초밥 및 식사류※,,
MEN0344,RES0011,장어소금구이(1kg),64000.0,장어 구이 입니다.
MEN0345,RES0011,장어추가(500g),33000.0,장어 추가 주문시 500g단위로 가능합니다.
MEN0346,RES0011,갑오징어(구이/숙회),40000.0,구이 또는 숙회로 즐길 수 있는 갑오징어로 탱탱하여 맛이 아주 좋습니다.
MEN0347,RES0011,가리비구이(계절메뉴),20000.0,계절 메뉴 가리비 구이로 탱탱한 가리비 구이를 맛보실 수 있습니다.
MEN0348,RES0011,꼬장세트(꼬막비빔밥+미니장어탕),13000.0,밑반찬과 함께 든든히 즐길 수 있는 꼬막비빔밥과 장어탕입니다. 맛있게 즐겨주세요
MEN0349,RES0011,장어탕,10000.0,장어로 맛있게 우려낸 장어탕입니다.
MEN0350,RES0011,꼬막비빔밥,10000.0,꼬막이 풍부하고 새콤한 꼬막비빔밥입니다.
MEN0351,RES0012,아뜨레국산팥빙수,13000.0,
MEN0352,RES0012,아뜨레흑임자빙수,13000.0,
MEN0353,RES0012,샤인머스켓요거트조각,7300.0,
MEN0354,RES0012,통고구마조각,7300.0,
MEN0355,RES0012,생딸기조각,7300.0,
MEN0356,RES0012,얼그레이헤이즐넛갸또,7300.0,
MEN0357,RES0012,블루베리치즈케이크,7300.0,
MEN0358,RES0012,조각모둠케이크,,"매장에 있는 조각케이크 7개합쳐 원형.
레터링은 서비스입니다"
MEN0359,RES0012,카페라떼,4300.0,
MEN0360,RES0012,마시멜로핫초코,5000.0,
MEN0361,RES0012,런던포그,5300.0,
MEN0362,RES0012,딸기폭탄케이크,57000.0,"1호 57000
2호 63000
미리 주문주셔야 합니다"
MEN0363,RES0012,아뜨레생딸기빙수,20000.0,계절메뉴
MEN0364,RES0012,안녕딸기케이크,50000.0,"하루 전 미리 주문주셔야 가능합니다
계절메뉴
2호 52000
1호 50000"
MEN0365,RES0012,생망고홀케이크,54000.0,"1호 54000
2호 56000
미리 주문주셔야합니다"
MEN0366,RES0012,개인레터링케이크,,"원하시는 디자인 알려주시면 가능여부와 금액 알려드릴수있어요
미리 주문주셔야합니다"
MEN0367,RES0012,인물케이크,52000.0,"2호 52000
사진주시면그려드리는인물케이크
미리 주문주셔야합니다"
MEN0368,RES0012,계란한판케이크,53000.0,"1호 53000
2호 55000
미리 주문주셔야합니다"
MEN0369,RES0012,왕관케이크,53000.0,"2호 53000
3호 63000
미리 주문주셔야합니다"
MEN0370,RES0012,솔드아웃케이크,50000.0,"2호 5만
3호 6만
미리 주문주셔야합니다"
MEN0371,RES0012,해리포터케이크,38000.0,"1호 38000
2호 40000
3호 50000"
MEN0372,RES0012,축구공케이크,70000.0,"2호 70000
3호 80000
미리 주문주셔야합니다"
MEN0373,RES0012,지하철케이크,50000.0,"2호 50000
3호 60000
꽃테두리
2호 63000
3호 73000"
MEN0374,RES0012,홍시빙수,15000.0,1년 내내 홍시빙수
MEN0375,RES0012,소주케이크,50000.0,"원형2호 5만
3호 6만
네모 소주케이크 7만
미리 주문주셔야합니다"
MEN0376,RES0012,나이스샷케이크,70000.0,"2호 70000
3호 80000"
MEN0377,RES0012,TNT케이크,70000.0,"2호 70000
3호 80000
미리 주문주셔야합니다"
MEN0378,RES0012,인물꽃케이크,65000.0,"2호 65000
3호 75000
미리 주문주셔야합니다"
MEN0379,RES0012,로또케이크,52000.0,"2호 52000
3호 62000
꽃 테두리
2호 65000
3호 75000"
MEN0380,RES0012,생화케이크,70000.0,"기본7만부터~
꽃 싯가 변동에 따라 달라요
미리 주문주셔야합니다"
MEN0381,RES0012,꽃다발케이크,70000.0,"2호 70000
3호 80000
미리 주문주셔야합니다"
MEN0382,RES0012,환갑칠순팔순케이크,58000.0,"2호 58000
3호 68000
미리 주문주셔야합니다"
MEN0383,RES0012,골드바케이크,70000.0,"2호 70000
3호 80000
미리 주문주셔야합니다"
MEN0384,RES0012,달력케이크,50000.0,"2호 5만
3호 6만
미리 주문주셔야합니다"
MEN0385,RES0012,생망고빙수,20000.0,계절메뉴
MEN0386,RES0012,포토케이크,52000.0,"2호 52000
3호 62000
미리 주문주셔야합니다"
MEN0387,RES0012,초미니도시락케이크,15000.0,"그림은 안그려드려요
당일케이크도 미리 주문해주셔야 픽업 가능합니다"
MEN0388,RES0012,샤인머스켓빙수,20000.0,계절메뉴
MEN0389,RES0012,생메론빙수,20000.0,계절메뉴
MEN0390,RES0012,무화과빙수,20000.0,계절메뉴
MEN0391,RES0012,블루베리가나슈조각,7300.0,
MEN0392,RES0012,생망고조각케이크,7300.0,
MEN0393,RES0013,수제튀김,4500.0,고구마 단호박 김말이 오징어 만두
MEN0394,RES0013,떡볶이,4000.0,
MEN0395,RES0013,참치김밥,4500.0,
MEN0396,RES0013,치즈김밥,4500.0,
MEN0397,RES0013,돈가스김밥,4500.0,
MEN0398,RES0013,순대,4500.0,내장미포함
MEN0399,RES0013,부산어묵,3000.0,
MEN0400,RES0013,풀세트,16000.0,떡볶이+순대+튀김5+어묵+음료
MEN0401,RES0013,떡튀순세트,13000.0,1인분 / 떡볶이+튀김5+음료
MEN0402,RES0013,떡순어세트,11500.0,떡볶이+순대+어묵
MEN0403,RES0013,모듬A세트,18500.0,떡볶이+모듬튀김+순대+어묵+음료수
MEN0404,RES0013,모듬B세트,20000.0,떡볶이+모듬튀김+순대+유부주머니+음료수
MEN0405,RES0013,야채김밥,3500.0,
MEN0406,RES0014,원조한판,48000.0,"육즙목살 ,숙성 삼겹살 ,쫀득살(600g) 2~3인 세트 한판 골고루 맛보러 오세요~!"
MEN0407,RES0014,특수한판,45000.0,"갈매기살 , 가브리살 , 쫀득살 부안집 특수부위 총출동! 신메뉴 출시했습니다~!"
MEN0408,RES0014,부안철판볶음밥,6000.0,"마무의리~철판볶음밥!
파김치다데기로 맛있게 볶아
긁어먹는 재미로 기쁨두배♡"
MEN0409,RES0014,계란찜,3000.0,"폭탄계란찜~!
아이들도 좋아하는 계란~찜
꼭 먹어보자♡"
MEN0410,RES0014,비빔냉면,6000.0,"물냉이 있으면 당연히 비냉도 있어야지^^
일단 시켜보자~물냉만큼 맛있다"
MEN0411,RES0014,물냉면,6000.0,"고기와 찰떡궁합~!
여름에는 물냉이 최고♡"
MEN0412,RES0014,살얼음 물쫄면,7000.0,입안의 느끼함을 잡아줄수있는 살얼음 동동 물쫄면
MEN0413,RES0014,파절이쫄면,6000.0,웬만한 분식집보다 맛있는 원조부안집의 사이드메뉴
MEN0414,RES0014,대파라면,4000.0,대파김치가 듬뿍! 얼큰시원 라면
MEN0415,RES0014,짜파게티,4000.0,"짜짜짜짜파게티~! 오늘은
내가 짜파게티 요리사♡"
MEN0416,RES0014,10분밥,,"좋은 쌀로 갓 지은 밥으로 버터, 계란 , 참기름, 등을 비벼 먹는 시그니처 메뉴"
MEN0417,RES0014,양푼김치찌게,6000.0,매장에서 직접끓여 개운하고 얼큰한 부안식 김치찌개
MEN0418,RES0014,육즙목살,15000.0,"🏆""대한민국 3대목살""
📌육즙이 터져나오는 부드러운 목살"
MEN0419,RES0014,쫀득살,15000.0,"🏆""원조부안집 시그니처 메뉴""
📌피자모양의 쫀득쫀득한 특수부위 끝판왕"
MEN0420,RES0014,숙성삼겹,15000.0,"🏆""대한민국 대표 메뉴""
📌저희 매장은 1++ 삼겹살만을 사용합니다."
MEN0421,RES0014,갈매기살,17000.0,"대한민국에서 제일 신선한
국내산 양막 생갈매기살♡
한정판매!!"
MEN0422,RES0014,등겹살(가브리살),17000.0,"국내산 가브리살(등겹살)
등심덧살부위로 부드러움의 끝판왕♡
요것도 한정판매!!"
MEN0423,RES0014,원조숯불갈비,16000.0,"🏆""역대급 중량 250g""
📌씹고 뜯는 맛이 일품인 진짜 뼈가 붙은 국내산 양념갈비"
MEN0424,RES0014,쫄깃껍데기,9000.0,"🏆""단골손님들 원픽""
📌특제 간장소스에 숙성하여 쫄깃하면서 고소하다."
MEN0425,RES0014,부안된장술밥,8000.0,"주당들의 최애메뉴♡
매장에서 직접끓여 더욱
맛있고 깔끔^^"
MEN0426,RES0015,훈연 베이징덕,22000.0,"훈제오리에 특제 소스를 발라 담백하게 구워 밀전병과 함께 싸먹는 요리(+대파,오이,청꼬)"
MEN0427,RES0015,게내장 크림 우동파스타,18000.0,영덕대게 내장을 넣은 고소하고 녹진한 크림 우동
MEN0428,RES0015,육토마끼,23000.0,오다 시그니처인 한우육회를 듬뿍 넣어 연어와 함께 말아낸 후토마끼 자매버전
MEN0429,RES0015,생연어카르파쵸발사믹샐러드,22000.0,
MEN0430,RES0015,슈프림양념가라아게,18000.0,슈프림양념소스에 버무린 가라아게
MEN0431,RES0015,불닭우삼겹야끼우동,20000.0,"불닭소스에 각종야채, 우삼겹, 우동면을 불향나게 볶아낸 한국식 매운야끼우동"
MEN0432,RES0015,우삼겹탄탄나베(면포함),25000.0,
MEN0433,RES0015,돈코츠나베(면포함),25000.0,
MEN0434,RES0015,치즈x4 불닭볶음면,8000.0,불닭볶음면에 네가지 치즈가 올라가요!
MEN0435,RES0015,붉은볼락튀김,9000.0,붉은볼락튀김
MEN0436,RES0015,우삼겹 마라샹궈,18000.0,"얼얼한 마라소스에 우삼겹, 채소, 중화면을 불 맛나게 볶아낸 중화풍 볶음요리"
MEN0437,RES0015,우니한판,37000.0,"녹진한 우니를 오이, 감태, 초밥 밥과 곁들여 먹는요리"
MEN0438,RES0015,치킨난반,18000.0,부드러운 통닭다리 살을 특제소스에 재워 튀겨 타르타르 소스와 곁들여 먹는 요리
MEN0439,RES0015,"묵,치,김볶밥",9000.0,묵은지와 삼겹살을 매콤하게 볶은 마성의 김치볶음밥(feat. 치즈와 후라이)
MEN0440,RES0015,게살크림고로케,16000.0,게살의 풍미와 부드러운 크림이 어우러진 고로케
MEN0441,RES0015,닭껍질교자,15000.0,닭껍질 안에 여러가지 채소와 고기를 넣어서 튀겨낸 겉바속촉 핑거푸트
MEN0442,RES0015,타코와사비,11000.0,"낙지와 주꾸미를 고추냉이에 버무려 오이, 김과 함께 곁들여 먹는 요리"
MEN0443,RES0015,트러플 감자튀김,9000.0,감자튀김과 트러플의 콜라보
MEN0444,RES0015,파인애플샤베트,9000.0,파인애플을 통으로 얼린 상큼x시원 샤베트
MEN0445,RES0015,트러플 짜파게티,8000.0,트러플향 가득한 짜파게티에 노른자와 치즈를 올려 고소함을 극대화!
MEN0446,RES0015,"우니,단새우,관자,육회 사합",50000.0,"우니,단새우,관자,육회를 감태에 싸먹는 사합요리"
MEN0447,RES0015,"우니,단새우,관자삼합",45000.0,"분홍단새우, 가리비관자, 우니, 연어알 등을 구운감태와 함께 곁들여 먹는 요리"
MEN0448,RES0015,훈연삼치봉초밥,19000.0,
MEN0449,RES0015,홍가리비술찜,20000.0,+파스타면
MEN0450,RES0015,광어묵은지소금김밥(8p),18000.0,광어묵은지소금김밥(8p)
MEN0451,RES0015,우니파스타,23000.0,
MEN0452,RES0015,후토마끼,23000.0,"참치,연어,계란말이,새우튀김,유부 등의 속재료를 푸짐하게 넣어 말아낸 왕김밥"
MEN0453,RES0016,바지락칼국수,10000.0,
MEN0454,RES0017,갑오징어명란불고기,38000.0,"갑오징어, 명란, 각종 야채와 볶음소스가 어우러진 매콤달콤한 맛"
MEN0455,RES0017,반반튀김(갑오징어/새우),15000.0,갑오징어와 새우가 반반인 깔끔하고 고소한 튀김
MEN0456,RES0017,갑오징어튀김,17000.0,바삭하고 고소한 갑오징어튀김
MEN0457,RES0017,갑삼불고기백반,13000.0,"갑오징어와 삼겹살, 볶음소스와 각종 야채가 어우러진 매콤달콤한 맛"
MEN0458,RES0017,갑오징어불고기백반,13000.0,"갑오징어와 볶음소스, 각종 야채가 어우러진 매콤달콤한 맛"
MEN0459,RES0017,갑삼불고기,35000.0,"갑오징어와 삼겹살, 볶음소스와 각종 야채가 어우러진 매콤달콤한 맛"
MEN0460,RES0017,갑오징어초무침,30000.0,"갑오징어와 각종 야채, 양념초장이 어우러진 매콤하고 상큼한 맛"
MEN0461,RES0017,갑오징어연포탕,33000.0,"갑오징어와 육수, 각종 해산물과 야채가 어우러진 담백하고 시원한 국물"
MEN0462,RES0017,갑오징어불고기,35000.0,"갑오징어와 각종 야채, 볶음소스가 어우러진 매콤달콤한 맛"
MEN0463,RES0017,오삼불고기백반,11000.0,"오징어와 삼겹살, 볶음소스와 각종 야채가 어우러진 매콤달콤한 맛"
MEN0464,RES0017,가리비게살튀김,15000.0,가리비살과 게살로 만든 부드럽고 고소한 튀김
MEN0465,RES0018,칼국수,8000.0,
MEN0466,RES0018,칼만두,8000.0,
MEN0467,RES0018,칼제비,8000.0,
MEN0468,RES0018,손만두,8000.0,
MEN0469,RES0018,콩국수,8000.0,계절메뉴
MEN0470,RES0019,우동,6000.0,
MEN0471,RES0019,짜장,6000.0,
MEN0472,RES0019,짜장밥,6000.0,
MEN0473,RES0019,곱배기,7000.0,
MEN0474,RES0020,두부김치,,
MEN0475,RES0020,부추전,,
MEN0476,RES0020,잔치국수,,
MEN0477,RES0021,짜장면,7000.0,
MEN0478,RES0021,짬뽕,8000.0,
MEN0479,RES0021,간짜장,8000.0,
MEN0480,RES0021,짬뽕밥,8500.0,
MEN0481,RES0021,볶음밥,8500.0,
MEN0482,RES0022,부타동,10500.0,돼지고기 덮밥.
MEN0483,RES0022,토리동,10500.0,닭다리살 덮밥.
MEN0484,RES0022,마제소바,10500.0,일본식 비빔면.
MEN0485,RES0022,탄탄멘,9500.0,중국식 라멘
MEN0486,RES0023,숙주번데기탕,12000.0,
MEN0487,RES0023,술탄치즈,18000.0,
MEN0488,RES0023,우육탕,18000.0,
MEN0489,RES0023,크림새우,17000.0,
MEN0490,RES0023,부추두부김치,16000.0,
MEN0491,RES0024,연어사시미,19000.0,
MEN0492,RES0025,A set(반반치킨+더블페퍼로니피자),39000.0,
MEN0493,RES0025,B set(순살반마리+8인치페퍼로니),18000.0,
MEN0494,RES0025,순살 양념치킨,20900.0,
MEN0495,RES0025,순살크리스피 양념 반반,21900.0,
MEN0496,RES0025,순살양념치즈치킨,15000.0,
MEN0497,RES0025,순살 볼케이노 치즈치킨,15000.0,
MEN0498,RES0025,닭꼬야끼,15000.0,
MEN0499,RES0025,닭날개 튀김(6조각),7000.0,
MEN0500,RES0025,빅사이즈 4가지 피자,48900.0,
MEN0501,RES0025,스윗베이컨고구마&고르곤졸라,23000.0,
MEN0502,RES0025,베이컨체다치즈&더블페퍼로니,23000.0,
MEN0503,RES0025,바베큐불고기피자,24000.0,
MEN0504,RES0025,C set(순살반마리+8인치스윗고구마),18000.0,
MEN0505,RES0025,베이컨치즈후라이피자,24000.0,
MEN0506,RES0025,고르곤졸라피자,21000.0,
MEN0507,RES0025,더블페페로니피자,22000.0,
MEN0508,RES0025,스윗베이컨고구마피자,21000.0,
MEN0509,RES0025,베이컨체다치즈피자,21000.0,
MEN0510,RES0025,8인치 페파로니피자,6500.0,
MEN0511,RES0025,8인치 스윗고구마피자,6500.0,
MEN0512,RES0025,아이스황도,7000.0,
MEN0513,RES0025,파인애플샤벱,8000.0,
MEN0514,RES0025,오징어&땅콩,12000.0,
MEN0515,RES0025,마늘간장날개(12조각),15000.0,
MEN0516,RES0025,달맥 먹태구이,16000.0,
MEN0517,RES0025,달맥 한치구이,12000.0,
MEN0518,RES0025,달맥 쥐포구이,7000.0,
MEN0519,RES0025,골뱅이무침&쫄면,22000.0,
MEN0520,RES0025,로스팅소세지&포테이토,16000.0,
MEN0521,RES0025,매콤 핫 닭발,15000.0,
MEN0522,RES0025,페스츄리소세지,7000.0,
MEN0523,RES0025,달맥 부대찌개,17000.0,
MEN0524,RES0025,통오징어해물탕(우동사리포함),17000.0,
MEN0525,RES0025,달맥 어묵탕,16000.0,
MEN0526,RES0025,순살마늘간장 치킨,22900.0,
MEN0527,RES0025,달맥 떡볶이,14000.0,
MEN0528,RES0025,달맥 김치우동,10000.0,
MEN0529,RES0025,닭똥집튀김,13000.0,
MEN0530,RES0025,닭똥집 양념튀김,14000.0,
MEN0531,RES0025,모듬튀김,8000.0,
MEN0532,RES0025,김말이튀김,6000.0,
MEN0533,RES0025,야채튀김,6000.0,
MEN0534,RES0025,잡채만두튀김,5000.0,
MEN0535,RES0025,달콤우유튀김,6000.0,
MEN0536,RES0025,드래곤치즈볼,6000.0,
MEN0537,RES0025,후라이드 치킨,18900.0,
MEN0538,RES0025,롱오징어튀김,6900.0,
MEN0539,RES0025,롱새우튀김,8900.0,
MEN0540,RES0025,어니언링튀김,11000.0,
MEN0541,RES0025,새우링튀김,11000.0,
MEN0542,RES0025,닭껍질튀김,10000.0,
MEN0543,RES0025,케이준포테이토,8000.0,
MEN0544,RES0025,브라운어니언프라이드,8000.0,
MEN0545,RES0025,생맥주 300cc,2500.0,
MEN0546,RES0025,생맥주 500cc,4000.0,
MEN0547,RES0025,블랑 생맥주,7000.0,
MEN0548,RES0025,양념치킨,19900.0,
MEN0549,RES0025,기린 생맥주,7500.0,
MEN0550,RES0025,시나몬 코젤다크,7500.0,
MEN0551,RES0025,코젤다크,7000.0,
MEN0552,RES0025,달맥 하이볼(토닉),6900.0,
MEN0553,RES0025,달맥 하이볼(진저),6900.0,
MEN0554,RES0025,달맥 홍이볼(얼그레이),7900.0,
MEN0555,RES0025,하이볼 샷추가,4000.0,
MEN0556,RES0025,소주,5000.0,
MEN0557,RES0025,제로콜라,2000.0,
MEN0558,RES0025,사이다,2000.0,
MEN0559,RES0025,후라이드 양념 반반,19900.0,
MEN0560,RES0025,콜라,2000.0,
MEN0561,RES0025,매운바베큐치킨,19900.0,
MEN0562,RES0025,순살크리스피치킨,19900.0,
MEN0563,RES0026,베이컨김치두부,19000.0,"베이컨, 볶음김치와 두부김치의 환상궁합"
MEN0564,RES0026,마늘목살볶음,17000.0,대표메뉴☆ 드셔보세요. 짭조롬한 목살볶음
MEN0565,RES0026,닭도리탕,29000.0,국내산 닭도리탕 바로조리합니다.(시간소요)
MEN0566,RES0026,부추전,15000.0,부추전☆
MEN0567,RES0026,김치전,15000.0,한국인의 맛 / 김치전
MEN0568,RES0026,무뼈닭발,21000.0,철판 무뼈닭발
MEN0569,RES0026,오징어볶음,21000.0,오징어와 소면을 한입에 앙앙
MEN0570,RES0026,골뱅이무침,22000.0,새콤달콤한 골뱅이+소면을 앙앙
MEN0571,RES0026,모듬소세지,18000.0,청송만의 수제 모듬소세지☆ (타 음식점과의 차별화된 소세지의 맛)
MEN0572,RES0026,도토리묵 무침,17000.0,막걸리와 최고의 궁합
MEN0573,RES0026,닭똥집볶음,17000.0,채소와 곁들인 똥집볶음 & 소금기름장
MEN0574,RES0026,야채계란말이,17000.0,"우와,푸짐한 계란말이☆ 한입앙앙"
MEN0575,RES0026,고기전,15000.0,고기반죽부터 직접 100% 작업하여 만드는 청송의 시그니처 메뉴입니다.
MEN0576,RES0026,생선구이SET,26000.0,"가자미,고등어,삼치,임연수 세트"
MEN0577,RES0026,과일화채,25000.0,과일과 달달한 우유의 만남(계절에 따라 과일이 달라요)
MEN0578,RES0026,과일황도,13000.0,황도와 함께 계절에 맞는 과일
MEN0579,RES0026,옛날도시락,5000.0,옛날 학창시절의 추억의 도시락(1970's)
MEN0580,RES0026,잔치국수,6500.0,맛있는 사이드 메뉴
MEN0581,RES0026,해장라면,5000.0,사이드 메뉴
MEN0582,RES0026,감자전,15000.0,바로 갈아서 만드는 감자전 한입앙앙
MEN0583,RES0026,얼큰김치수제비,20000.0,직접만드는 저온숙성 수제비☆반죽 얼큰하게 드셔보세요.
MEN0584,RES0026,맑은감자수제비,20000.0,직접 만드는 저온숙성 수제비☆반죽 맑고 시원하게 드셔보세요.
MEN0585,RES0026,바지락수제비,20000.0,직접 만드는 저온숙성 수제비☆반죽 / 바지락
MEN0586,RES0026,만수탕,20000.0,만두+ 수제비+ 순두부 든든하게 먹을수 있는 청송의 시그니처 메뉴입니다
MEN0587,RES0026,녹두전,15000.0,100% 수제녹두반죽입니다 ☆ 한입앙앙
MEN0588,RES0026,모듬전,29000.0,"여러가지 전을 한번에 드실수 있습니다.
(고기,김치,동태,녹두,호박,버섯,두부,꼬지,햄)"
MEN0589,RES0027,날치알 주먹밥,9000.0,날치알주먹밥 ( 날치알과 볶음김치의 만남 )
MEN0590,RES0027,오삼불고기,20000.0,오삼불고기 매콤하고 오징어와 삼겹살의 만남
MEN0591,RES0027,두부김치,15000.0,두부와 김치 만남 ( 남녀노소 편하게 먹을수있는 안주 )
MEN0592,RES0027,해물누룽지탕,15000.0,시원하고 살짝 얼큰한 해물누룽지탕 ( 해물과 누룽지과자 조합 )
MEN0593,RES0027,골뱅이무침,20000.0,골뱅이무침과 소면
MEN0594,RES0027,연어샐러드,22000.0,"훈제연어와 야채 그리고 시큼한
맛의 조합"
MEN0595,RES0027,해물찜,28000.0,"해물과 매콤한 양념의 맛!
해물찜"
MEN0596,RES0028,(오픈 즉시 할인)대한민국 대표 마라탕(1인분),9900.0,먹어도먹어도 질리지않는 불가사의한 맛
MEN0597,RES0028,(오픈 즉시 할인)대한민국 대표 마라탕(2~3인분),15900.0,먹어도먹어도 질리지않는 불가사의한 맛
MEN0598,RES0028,치킨X 겉바속촉 꿔바로우(대 (15p)),16900.0,톰과 제리처럼 새콤달콤궁합
MEN0599,RES0028,양저우볶음밥(1인분),7900.0,담백한 맛이 일품인 계란볶음밥
MEN0600,RES0028,펩시콜라(355ml),2000.0,
MEN0601,RES0028,제로콜라(펩시)(355ml),2000.0,
MEN0602,RES0028,사이다(355ml),2000.0,
MEN0603,RES0028,립톤아이스티복숭아(355ml),2000.0,
MEN0604,RES0028,빙홍차(490ml),3000.0,
MEN0605,RES0028,[ 즉시 할인 ]셀프 마라탕(+++ 기본 소고기 100g +++),2900.0,"[ 기본 9,900원 부터 주문가능 ]
기본재료 NO, 모든재료 내 취향대로 고르기"
MEN0606,RES0028,[ 즉시 할인 ]셀프 마라탕(+++ 기본 숙주 100g +++),1900.0,"[ 기본 9,900원 부터 주문가능 ]
기본재료 NO, 모든재료 내 취향대로 고르기"
MEN0607,RES0028,고기 일품 마라샹궈 (고기O)(1인분),15900.0,"마라향과 불맛의 향연, 독보적인 중독성"
MEN0608,RES0028,고기 일품 마라샹궈 (고기O)(2~3인분),29900.0,"마라향과 불맛의 향연, 독보적인 중독성"
MEN0609,RES0028,[] 내맘대로 [] 셀프 마라샹궈(+++ 기본 소고기 100g +++),2900.0,"[기본 15,900원 부터 주문가능]
기본재료 NO, 모든재료 내취향대로 고르기
마라샹궈는 최소주문금액 15,900원 이하 주문시 주문취소 됩니다."
MEN0610,RES0028,[] 내맘대로 [] 셀프 마라샹궈(+++ 기본 숙주 100g +++),1900.0,"[기본 15,900원 부터 주문가능]
기본재료 NO, 모든재료 내취향대로 고르기
마라샹궈는 최소주문금액 15,900원 이하 주문시 주문취소 됩니다."
MEN0611,RES0028,치킨X 겉바속촉 꿔바로우(미니 (5p) 소스 따로 불가능),6900.0,톰과 제리처럼 새콤달콤궁합
MEN0612,RES0028,치킨X 겉바속촉 꿔바로우(중 (10p)),12900.0,톰과 제리처럼 새콤달콤궁합
MEN0613,RES0029,뼈다귀전골(소),33000.0,"우거지+감자+수제비+깻잎+팽이버섯
(서비스 라면사리는 반조리 선택시만 제공)"
MEN0614,RES0029,뼈다귀전골(중),41000.0,"우거지+감자+수제비+깻잎+팽이버섯
(서비스 라면사리는 반조리 선택시만 제공)"
MEN0615,RES0029,뼈다귀전골(대),49000.0,"우거지+감자+수제비+깻잎+팽이버섯
(서비스 라면사리는 반조리 선택시만 제공)"
MEN0616,RES0029,뼈해장국(2인),24000.0,공기밥 포함
MEN0617,RES0029,뼈해장국(3인),36000.0,공기밥 포함
MEN0618,RES0029,뼈해장국(1인)(1인),12000.0,공기밥 포함
MEN0619,RES0029,공기밥,1000.0,
MEN0620,RES0029,왕만두(4개),4500.0,
